Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Thanasoulias N.C., Piliouris E.T., Kotti M.S.E., Evmiridis N.P.",16744781200;8126106700;6507895389;35587291300;,Application of multivariate chemometrics in forensic soil discrimination based on the UV-Vis spectrum of the acid fraction of humus,2002,Forensic Science International,130,,,73,82,,37,10.1016/S0379-0738(02)00369-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037021640&doi=10.1016%2fS0379-0738%2802%2900369-9&partnerID=40&md5=9dca03201a3dde125abef977bc6238ca,"Lab. of Analytical Chemistry, Department of Chemistry, University of Ioannina, 451 10 Ioannina, Greece","Thanasoulias, N.C., Lab. of Analytical Chemistry, Department of Chemistry, University of Ioannina, 451 10 Ioannina, Greece; Piliouris, E.T., Lab. of Analytical Chemistry, Department of Chemistry, University of Ioannina, 451 10 Ioannina, Greece; Kotti, M.-S.E., Lab. of Analytical Chemistry, Department of Chemistry, University of Ioannina, 451 10 Ioannina, Greece; Evmiridis, N.P., Lab. of Analytical Chemistry, Department of Chemistry, University of Ioannina, 451 10 Ioannina, Greece",Acid fraction of humus; Forensic chemistry; Multivariate chemometrics; Soil evidence; UV-Vis spectrophotometry,fulvic acid; humic acid; absorption; aqueous solution; article; chemometrics; cluster analysis; discriminant analysis; extraction; humification; humus; model; principal component analysis; priority journal; soil analysis; ultraviolet spectrophotometry,"Thanasoulias, N.C.; Lab. of Analytical Chemistry, Department of Chemistry, University of Ioannina, 451 10 Ioannina, Greece; email: nthanas@cc.uoi.gr",Article,Final,,Scopus,2-s2.0-0037021640,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Gerin P.A., Genet M.J., Herbillon A.J., Delvaux B.",7006777510;15058878400;7003901716;7004118843;,Surface analysis of soil material by X-ray photoelectron spectroscopy,2003,European Journal of Soil Science,54,3,,589,604,,37,10.1046/j.1365-2389.2003.00537.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141796662&doi=10.1046%2fj.1365-2389.2003.00537.x&partnerID=40&md5=4838d5bd914027216882f69bb525e0e2,"Unité des Sciences du Sol, Univ. Catholique de Louvain, Croix du Sud 2/10, 1348 Louvain-la-Neuve, Belgium; U. de Chimie des Interfaces, Univ. Catholique de Louvain, Croix du Sud 2/18, 1348 Louvain-la-Neuve, Belgium; Unit of Bioengineering, Croix du Sud 2/19, 1348 Louvain-la-Neuve, Belgium","Gerin, P.A., Unité des Sciences du Sol, Univ. Catholique de Louvain, Croix du Sud 2/10, 1348 Louvain-la-Neuve, Belgium, Unit of Bioengineering, Croix du Sud 2/19, 1348 Louvain-la-Neuve, Belgium; Genet, M.J., U. de Chimie des Interfaces, Univ. Catholique de Louvain, Croix du Sud 2/18, 1348 Louvain-la-Neuve, Belgium; Herbillon, A.J., Unité des Sciences du Sol, Univ. Catholique de Louvain, Croix du Sud 2/10, 1348 Louvain-la-Neuve, Belgium; Delvaux, B., Unité des Sciences du Sol, Univ. Catholique de Louvain, Croix du Sud 2/10, 1348 Louvain-la-Neuve, Belgium",,analytical method; organic matter; soil analysis; soil property; soil surface; X-ray spectroscopy,"Gerin, P.A.; Unit of Bioengineering, Croix du Sud 2/19, 1348 Louvain-la-Neuve, Belgium; email: gerin@gebi.ucl.ac.be",Article,Final,,Scopus,2-s2.0-0141796662,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Yokoi H., Nakase T., Ishida Y., Ohtani H., Tsuge S., Sonoda T., Ona T.",7201964019;7101673857;35417772700;7202922280;7005261619;7201643581;7003619876;,Discriminative analysis of Eucalyptus camaldulensis grown from seeds of various origins based on lignin components measured by pyrolysis-gas chromatography,2001,Journal of Analytical and Applied Pyrolysis,57,1,,145,152,,42,10.1016/S0165-2370(00)00137-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035157430&doi=10.1016%2fS0165-2370%2800%2900137-6&partnerID=40&md5=979ed95047bec33faba9e7758023b252,"Department of Applied Chemistry, Grad. Sch. Eng., Nagoya U., Nagoya, Japan; Forestry Research Institute, Oji Paper Co., Ltd., 519-0212, Kameyama, Japan","Yokoi, H., Department of Applied Chemistry, Grad. Sch. Eng., Nagoya U., Nagoya, Japan; Nakase, T., Department of Applied Chemistry, Grad. Sch. Eng., Nagoya U., Nagoya, Japan; Ishida, Y., Department of Applied Chemistry, Grad. Sch. Eng., Nagoya U., Nagoya, Japan; Ohtani, H., Department of Applied Chemistry, Grad. Sch. Eng., Nagoya U., Nagoya, Japan; Tsuge, S., Department of Applied Chemistry, Grad. Sch. Eng., Nagoya U., Nagoya, Japan; Sonoda, T., Forestry Research Institute, Oji Paper Co., Ltd., 519-0212, Kameyama, Japan; Ona, T., Forestry Research Institute, Oji Paper Co., Ltd., 519-0212, Kameyama, Japan",,Cellulose; Gas chromatography; Lignin; Pyrolysis; Statistical methods; Discriminative analysis; Hemicellulose; Principal component analysis; Wood,"Yokoi, Hiroaki; Nagoya Univ, Nagoya, Japan",Article,Final,,Scopus,2-s2.0-0035157430,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Hopkins D.W., Wiltshire P.E.J., Turner B.D.",7202254933;15046174200;7401858724;,Microbial characteristics of soils from graves: An investigation at the interface of soil microbiology and forensic science,2000,Applied Soil Ecology,14,3,,283,288,,99,10.1016/S0929-1393(00)00063-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034213520&doi=10.1016%2fS0929-1393%2800%2900063-9&partnerID=40&md5=1086d73be075a2189d9c900caebc7960,"Department of Environmental Science, University of Stirling, Stirling FK9 4LA, Scotland, United Kingdom; Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H 0PY, United Kingdom; Division of Life Sciences, King's College, University of London, 150 Stamford Street, London SE1 8WA, United Kingdom","Hopkins, D.W., Department of Environmental Science, University of Stirling, Stirling FK9 4LA, Scotland, United Kingdom; Wiltshire, P.E.J., Institute of Archaeology, University College London, 31-34 Gordon Square, London WC1H 0PY, United Kingdom; Turner, B.D., Division of Life Sciences, King's College, University of London, 150 Stamford Street, London SE1 8WA, United Kingdom",Biomass; Bodies; Carcass disposal; Decay; Denitrification; Sulphur reduction,amino acid; ammonia; biomass; breathing; carbon content; denitrification; forensic science; grave; microbiology; mineralization; nitrification; nitrogen; soil; swine,"Hopkins, D.W.; Department of Environmental Science, University of Stirling, Stirling FK9 4LA, United Kingdom; email: d.w.hopkins@stir.ac.uk",Article,Final,,Scopus,2-s2.0-0034213520,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
Tuller H.H.,,Dirty Secrets: Identification of Older Crime Scenes in the Former Yugoslavia through Blood Proteins and Volatile Fatty Acid Soil Analysis,2003,American Academy of Forensic Sciences,,,,,,,,,,,,,,,Meeting,,,,,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Forbes S.L., Keegan J., Stuart B.H., Dent B.B.",7102524526;35516955700;7102231958;6603060752;,A Gas Chromatography-Mass Spectrometry Method for the Detection of Adipocere in Grave Soils,2003,European Journal of Lipid Science and Technology,105,12,,761,768,,33,10.1002/ejlt.200300819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346025363&doi=10.1002%2fejlt.200300819&partnerID=40&md5=f7adb607cfc9b92be94286ea802d3c7b,"Centre for Forensic Science, University of Western Australia, Crawley, WA, Australia; Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, NSW, Australia; Department of Environmental Sciences, University of Technology, Sydney, NSW, Australia; Centre for Forensic Science, University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia","Forbes, S.L., Centre for Forensic Science, University of Western Australia, Crawley, WA, Australia, Centre for Forensic Science, University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia; Keegan, J., Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, NSW, Australia; Stuart, B.H., Department of Chemistry, Materials and Forensic Science, University of Technology, Sydney, NSW, Australia; Dent, B.B., Department of Environmental Sciences, University of Technology, Sydney, NSW, Australia",Adipocere; Fatty acids; Forensic science; Gas chromatography-mass spectrometry; Grave soils,fatty acid; lipid; saturated fatty acid; adipose tissue; article; decomposition; environment; gas chromatography; hydrogenation; hydrolysis; mass spectrometry; quantitative analysis; soil,"Forbes, S.L.; Centre for Forensic Science, University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia; email: sforbes@cyllene.uwa.edu.au",Article,Final,,Scopus,2-s2.0-0346025363,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Omelyanyuk G., Alekseev A.",6508175395;7202889461;,"Application of the computer searching system ""SOIL-RAILWAY"" in practice of the railway police",2001,Z Zagadnien Nauk Sadowych,47,,,17,19,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035715579&partnerID=40&md5=8a25b3d763dddae447fcce170019c79c,"Forensic Science Centre, Min. of Internal Affairs of Russia, Moscow, Russian Federation","Omelyanyuk, G., Forensic Science Centre, Min. of Internal Affairs of Russia, Moscow, Russian Federation; Alekseev, A., Forensic Science Centre, Min. of Internal Affairs of Russia, Moscow, Russian Federation",Computer searching system; Oil materials; Railway; Thefts of cargoes,oil; computer system; conference paper; crime; data base; police; railway; soil analysis; theft,"Omelyanyuk, G.; Forensic Science Centre, Min. of Internal Affairs of Russia, Moscow, Russian Federation",Conference Paper,Final,,Scopus,2-s2.0-0035715579,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
,,,2004,,,,,,,,,,http://www.iugs.org/iugs/science/sci-tgggb.htm,,,,,,Webpage,,,,,No,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
Darnley A.G.,6701563170;,International geochemical mapping - a review,1995,Journal of Geochemical Exploration,55,,,5,10,,25,10.1016/0375-6742(95)00035-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029416331&doi=10.1016%2f0375-6742%2895%2900035-6&partnerID=40&md5=7849c388071dd8274e7b3eabfde67f6c,"Geological Survey of Canada, 601 Booth Street, Ottawa, Ont. K1A 0E8, Canada","Darnley, A.G., Geological Survey of Canada, 601 Booth Street, Ottawa, Ont. K1A 0E8, Canada",,Data acquisition; Database systems; Economic and social effects; Exploratory geochemistry; Information management; Modernization; Population statistics; Strategic planning; Technology transfer; Geochemical mapping; Global geochemical baseline project; International geochemical mapping; Outline plans; Population growth; Progress; Mapping; geochemical mapping; international geochemical mapping project,"Darnley, A.G.; Geological Survey of Canada, 601 Booth Street, Ottawa, Ont. K1A 0E8, Canada",Article,Final,,Scopus,2-s2.0-0029416331,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
,,,2004,,,,,,,,,,http://www.gsf.fi/foregs/geochem/analyticalman.pdf,,,,,,Webpage,,,,,No,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Rawlins B.G., Cave M.",,Can Soil Geochemical Survey Data be Used in Forensic Studies?,2003,"Programm and Abstracts, Forensic Geoscience: Principles, Techniques and Applications",,,,,,,1,,,,"Rawlins, B.G.; Cave, M.",,,,Abstract,Final,,Scopus,2-s2.0-33847795675,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Saye S.E., Pye K.",6603209743;7005357074;,Development of a coastal dune sediment database for England and Wales: Forensic applications,2004,Geological Society Special Publication,232,,,75,95,,13,10.1144/GSL.SP.2004.232.01.09,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044269569&doi=10.1144%2fGSL.SP.2004.232.01.09&partnerID=40&md5=9ebbc6393601a1f99380155011942e5c,"Kenneth Pye Associates Limited, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom","Saye, S.E., Kenneth Pye Associates Limited, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; Pye, K., Kenneth Pye Associates Limited, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom",,coastal landform; crime; database; dune; forensic science; sediment analysis; Eastern Hemisphere; England; Eurasia; Europe; United Kingdom; Wales; Western Europe; World,"Saye, S.E.; Kenneth Pye Associates Limited, Crowthorne Enterprise Centre, Crowthorne Business Estate, Old Wokingham Road, Crowthorne RG45 6AW, United Kingdom; email: s.saye@kpal.co.uk",Article,Final,,Scopus,2-s2.0-7044269569,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"McGrath D., Zhang C.",47261339200;7405492536;,Spatial distribution of soil organic carbon concentrations in grassland of Ireland,2003,Applied Geochemistry,18,10,,1629,1639,,137,10.1016/S0883-2927(03)00045-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041847300&doi=10.1016%2fS0883-2927%2803%2900045-3&partnerID=40&md5=ad94e9c8603e5a30867747b7e3aafda0,"Teagasc, Johnstown Castle Research Centre, Wexford, Ireland; Department of Geography, Environmental Change Institute, National University of Ireland, Galway, Ireland","McGrath, D., Teagasc, Johnstown Castle Research Centre, Wexford, Ireland; Zhang, C., Department of Geography, Environmental Change Institute, National University of Ireland, Galway, Ireland",,Clay; Coastal zones; Correlation methods; Geochemistry; Organic compounds; pH; Rain; Silt; Statistics; Soil organic carbon (SOC); Sand; geostatistics; grassland; rainfall; soil carbon; spatial distribution; Ireland,"McGrath, D.; Teagasc, Johnstown Castle Research Centre, Wexford, Ireland; email: dmcgrath@johnstown.teagasc.ie",Article,Final,,Scopus,2-s2.0-0041847300,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Romic M., Romic D.",6602750123;6507107130;,Heavy metals distribution in agricultural topsoils in urban area,2003,Environmental Geology,43,7,,795,805,,289,https://doi.org/10.1007/s00254-002-0694-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038106143&partnerID=40&md5=68f65ee3890223e7564858aea40b8e3a,"University of Zagreb, Faculty of Agriculture, Department of Amelioration, Svetosimunska 25, HR-10000 Zagreb, Croatia","Romic, M., University of Zagreb, Faculty of Agriculture, Department of Amelioration, Svetosimunska 25, HR-10000 Zagreb, Croatia; Romic, D., University of Zagreb, Faculty of Agriculture, Department of Amelioration, Svetosimunska 25, HR-10000 Zagreb, Croatia",Atmospheric deposition; Factor analysis; Fluvial sediments; Geochemical mapping; Spatial distribution,Absorption spectroscopy; Heavy metals; Sediments; Soils; Multivariate analysis; Geology; agricultural soil; heavy metal; soil pollution; urban area; Croatia,"Romic, M.; University of Zagreb, Faculty of Agriculture, Department of Amelioration, Svetosimunska 25, HR-10000 Zagreb, Croatia; email: mromic@agr.hr",Article,Final,,Scopus,2-s2.0-0038106143,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Li X., Poon C.S., Liu P.S.",56459630800;7202673533;15744016300;,Heavy metal contamination of urban soils and street dusts in Hong Kong,2001,Applied Geochemistry,16,,,1361,1368,,758,10.1016/S0883-2927(01)00045-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034994869&doi=10.1016%2fS0883-2927%2801%2900045-2&partnerID=40&md5=576c90272991170e3cfdac3eb8ea04cb,"Environmental Engineering Unit, Department of Civil and Structural Engineering, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong","Li, X., Environmental Engineering Unit, Department of Civil and Structural Engineering, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Poon, C.-S., Environmental Engineering Unit, Department of Civil and Structural Engineering, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Liu, P.S., Environmental Engineering Unit, Department of Civil and Structural Engineering, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong",,Contamination; Dust; Exhaust gases; Extraction; Heavy metals; Industrial emissions; Parks; Street dusts; Urban soils; Soil pollution; dust; heavy metal; soil pollution; urban area; China,"Li, X.; Environmental Engineering Unit, Dept. of Civil and Structural Engg., Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong, China; email: cexdli@polyu.edu.hk",Article,Final,,Scopus,2-s2.0-0034994869,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
"Bityukova L., Shogenova A., Birke M.",55897050700;6507457393;7003684742;,Urban geochemistry: A study of element distributions in the soils of Tallinn (Estonia),2000,Environmental Geochemistry and Health,22,2,,173,193,,73,10.1023/A:1006754326260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033724960&doi=10.1023%2fA%3a1006754326260&partnerID=40&md5=1ecbb485d61d9b63b8135add303e1004,"Institute of Geology, Tallinn Technical University, Tallinn, Estonia; Federal Institute of Geosciences and Natural Resources, Berlin, Germany","Bityukova, L., Institute of Geology, Tallinn Technical University, Tallinn, Estonia; Shogenova, A., Institute of Geology, Tallinn Technical University, Tallinn, Estonia; Birke, M., Federal Institute of Geosciences and Natural Resources, Berlin, Germany",Chemical elements; Contamination; Environment; Geochemistry; Soils,geochemistry; soil chemistry; soil pollution; spatial distribution; topsoil; urban area; Estonia,"Bityukova, L.; Institute of Geology, Tallinn Technical University, Estonia Avenue 7, Tallinn, Estonia; email: lida@gi.ee",Article,Final,,Scopus,2-s2.0-0033724960,,IFSMS 2004,Forensic Geoscience,Forensic Geoscience
