Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Aitken C.G.G., Lucy D., Zadora G., Curran J.M.",7004998506;35388878700;6603075450;7202581511;,Evaluation of transfer evidence for three-level multivariate data with the use of graphical models,2006,Computational Statistics and Data Analysis,50,10,,2571,2588,,30,10.1016/j.csda.2005.04.005,,"School of Mathematics, The King's Buildings, The University of Edinburgh, Mayfield Road, Edinburgh, EH9 3JZ, United Kingdom; Joseph Bell Centre for Forensic Statistics and Legal Reasoning, The University of Edinburgh, United Kingdom; Institute of Forensic Research, Cracow, Poland; Department of Statistics, University of Waikato, New Zealand","Aitken, C.G.G., School of Mathematics, The King's Buildings, The University of Edinburgh, Mayfield Road, Edinburgh, EH9 3JZ, United Kingdom, Joseph Bell Centre for Forensic Statistics and Legal Reasoning, The University of Edinburgh, United Kingdom; Lucy, D., School of Mathematics, The King's Buildings, The University of Edinburgh, Mayfield Road, Edinburgh, EH9 3JZ, United Kingdom, Joseph Bell Centre for Forensic Statistics and Legal Reasoning, The University of Edinburgh, United Kingdom; Zadora, G., Institute of Forensic Research, Cracow, Poland; Curran, J.M., Department of Statistics, University of Waikato, New Zealand",Covariance matrix; Evaluation of evidence; Forensic science; Graphical models; Likelihood ratio; Multivariate data,Composition; Computational methods; Data reduction; Evaluation; Mathematical models; Probability; Problem solving; Covariance matrix; Evaluation of evidence; Forensic science; Graphical models; Likelihood ratio; Multivariate data; Statistics,"Aitken, C.G.G.; School of Mathematics, The King's Buildings, The University of Edinburgh, Mayfield Road, Edinburgh, EH9 3JZ, United Kingdom; email: c.g.g.aitken@ed.ac.uk",Article,Final,,Scopus,2-s2.0-33646103898,,IFSMS 2007,Paint-Glass,Paint-Glass
"Aitken C.G.G., Zadora G., Lucy D.",7004998506;6603075450;35388878700;,A two-level model for evidence evaluation,2007,Journal of Forensic Sciences,52,2,,412,419,,56,10.1111/j.1556-4029.2006.00358.x,,"School of Mathematics, Joseph Bell Centre for Forensic Statistics and Legal Reasoning, University of Edinburgh, Mayfield Road, Edinburgh EH9 3JZ, United Kingdom; Institute of Forensic Research, Westerplatte 9, PL-31-033, Krakow, Poland; School of Mathematics, King's Buildings, University of Edinburgh, Mayfield Road, Edinburgh EH9 3JZ, United Kingdom","Aitken, C.G.G., School of Mathematics, Joseph Bell Centre for Forensic Statistics and Legal Reasoning, University of Edinburgh, Mayfield Road, Edinburgh EH9 3JZ, United Kingdom, School of Mathematics, King's Buildings, University of Edinburgh, Mayfield Road, Edinburgh EH9 3JZ, United Kingdom; Zadora, G., Institute of Forensic Research, Westerplatte 9, PL-31-033, Krakow, Poland; Lucy, D., School of Mathematics, Joseph Bell Centre for Forensic Statistics and Legal Reasoning, University of Edinburgh, Mayfield Road, Edinburgh EH9 3JZ, United Kingdom",Compositional data; Evidence evaluation; Forensic science; Glass; Graphical model; Likelihood ratio; Multivariate data,article; calculation; criminal behavior; data base; evaluation research; forensic identification; priority journal,"Aitken, C.G.G.; School of Mathematics, King's Buildings, University of Edinburgh, Mayfield Road, Edinburgh EH9 3JZ, United Kingdom; email: c.g.g.aitken@ed.ac.uk",Article,Final,,Scopus,2-s2.0-33847101445,,IFSMS 2007,Paint-Glass,Paint-Glass
"Alamilla F., Calcerrada M., Garcia-Ruiz C., Torre M.",55602248500;55602272500;35271820400;7102393317;,Validation of an analytical method for the refractive index measurement of glass fragments. Application to a hit-and-run incident,2013,Analytical Methods,5,5,,1178,1184,,3,10.1039/c2ay26035b,,"Criminalistics Service of Guardia Civil, C/Guzmán el Bueno 110, 28003 Madrid, Spain; University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain","Alamilla, F., Criminalistics Service of Guardia Civil, C/Guzmán el Bueno 110, 28003 Madrid, Spain, University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Calcerrada, M., Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Garcia-Ruiz, C., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain, Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; Torre, M., University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain, Department of Analytical Chemistry, Multipurpose Building of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain",,Analytical method; Calibration lines; Certified reference materials; Glass containers; Glass fragments; Glass samples; La-ICP-MS; Laser-ablation inductively-coupled plasma mass spectrometry; Pair-wise comparison; Refractive index measurement; Relative errors; Relative standard deviations; Silicone oil; Working range; Inductively coupled plasma; Inductively coupled plasma mass spectrometry; Refractive index; Silicones; Glass,"Torre, M.; University Institute of Research in Police Sciences, University of Alcalá, Ctra. Madrid-Barcelona Km. 33.600, 28871 Alcalá de Henares Madrid, Spain; email: mercedes.torre@uah.es",Article,Final,,Scopus,2-s2.0-84874174180,,IFSMS 2016,Paint-Glass,Paint-Glass
"Alidedeoglu A.H., Davis K., Robertson R., Smith C., Rawlins J.W., Morgan S.E.",18433588100;55998969600;24825594600;57198967467;14631137100;7402180496;,"Synthesis and evaluation of tetra(2,7-octadienyl) titanate as a reactive diluent for air-drying alkyd paints",2011,Journal of Coatings Technology and Research,8,1,,45,52,,4,10.1007/s11998-010-9276-z,,"School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States","Alidedeoglu, A.H., School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States; Davis, K., School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States; Robertson, R., School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States; Smith, C., School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States; Rawlins, J.W., School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States; Morgan, S.E., School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States",Air drying; Alkyd; Reactive diluent; Tetra(2-7-octadienyl) titanate,Drying; Environmental regulations; Protective coatings; Resins; Solar dryers; Viscosity; Volatile organic compounds; Air drying; Alkyd; Film performance; Reactive diluents; Reduced viscosity; Tetra(2-7-octadienyl) titanate; Volatile organic compound (VOC); Weight percentages; Alkyd resins,"Morgan, S. E.; School of Polymers and High Performance Materials, University of Southern Mississippi, Box 10076, 118 College Drive, Hattiesburg, MS 39406-0001, United States; email: sarah.morgan@usm.edu",Article,Final,,Scopus,2-s2.0-79551529426,,IFSMS 2013,Paint-Glass,Paint-Glass
"Almirall J. A., Perez M. A., Barnett C.",,Classification and Discrimination of Container and Vehicle Glass by Laser Induced Breakdown Spectroscopy (LIBS),2009,"61st Annual Scientific Meeting of the American Academy of Forensic Sciences, Denver",,,,58,,,,,,,,,,,Proceedings,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
Almirall J. R.,,Elemental Analysis of Glass Fragments,2001,Forensic Examination of Glass and Paint,,,,65,83,,,,,,,,,,Book Chapter,,,,,,IFSMS 2004,Paint-Glass,Paint-Glass
Almirall J. R.,,"Elemental Analysis of Glass by SEM-EDS, XRF, EPMA, LIBS, and LAICPMS",,,,,,,,,,,http://projects.nfstc.org/trace/docs/final/Wed_115PM/Almirall_Elemental_Final.pps,,,,,,Website,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
"Almirall J. R., Trejos T.",,Advances in the Forensic Analysis of Glass Fragments with a Focus on Refractive Index and Elemental Analysis,2006,Forensic Science Review,18,2,,73,96,,,,,,,,,,Article,,,,,,IFSMS 2007,Paint-Glass,Paint-Glass
"Almirall J. R., Trejos T.",,Forensic Applications of Mass Spectrometry,2010,"Encyclopedia of Mass Spectrometry, 1st Edition",5,,,705,717,,,,,,,,,,Book Chapter,,,,,,IFSMS 2016,Paint-Glass,Paint-Glass
"Almirall J. R., Trejos T.",,Analysis of Glass Evidence,2016,Forensic Chemistry: Fundamentals and Applications,,,,228,272,,,,,,,,,,Book Chapter,,,,,,IFSMS 2016,Paint-Glass,Paint-Glass
"Almirall J., Umpierrez S., Castro W., Gornushkin I., Winefordner J.",,Forensic elemental analysis of materials by laser induced breakdown spectroscopy (LIBS),2005,"Sensors, and Command, Control, Communications, and Intelligence (C3I) Technologies for Homeland Security and Homeland Defense IV",5778,,,,,,,https://doi.org/10.1117/12.605754,,,,,Glasses; Laser Induced Breakdown Spectroscopy; Forensic Science; Statistical Analysis; Spectroscopy; Plasma; Nondestructive Evaluation; Analytical Research; Calcium; Lead,,Proceedings,,,,,,IFSMS 2007,Paint-Glass,Paint-Glass
"Almirall J., Weis P., Trejos T., Ernst T., Pollock C., Bakowska E., Green D., Zoon P.",,Personal Communication,2019,,,,,,,,,,,,,,,,Letter,,,,,,IFSMS 2019,Paint-Glass,Paint-Glass
"Almirall J.R., Trejos T.",7004960911;6507011064;,Applications of LA-ICP-MS to forensic science,2016,Elements,12,5,,335,340,,8,10.2113/gselements.12.5.335,,"Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, 11200 SW 8th St., Miami, FL  33199, United States; Department of Forensic and Investigative Science, West Virginia University, 208 Oglebay Hall, D-Morgantown, WV  26506-6121, Germany","Almirall, J.R., Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, 11200 SW 8th St., Miami, FL  33199, United States; Trejos, T., Department of Chemistry and Biochemistry, International Forensic Research Institute, Florida International University, 11200 SW 8th St., Miami, FL  33199, United States, Department of Forensic and Investigative Science, West Virginia University, 208 Oglebay Hall, D-Morgantown, WV  26506-6121, Germany",Elemental analysis; Forensic science; Laser ablation; Trace evidence,forensic science; inductively coupled plasma method; isotopic composition; laser method,,Article,Final,,Scopus,2-s2.0-84992343544,,IFSMS 2019,Paint-Glass,Paint-Glass
"Almirall J.R., Trejos T., Hobbs A., Furton K.",7004960911;6507011064;26662602900;7004543580;,Trace elemental analysis of glass and paint samples of forensic interest by ICP-MS using laser ablation solid sample introduction,2003,Proceedings of SPIE - The International Society for Optical Engineering,5071,,,193,204,,5,10.1117/12.498106,,"Intl. Forensic Research Institute, Department of Chemistry, Florida International University, University Park, Miami, FL 33199, United States","Almirall, J.R., Intl. Forensic Research Institute, Department of Chemistry, Florida International University, University Park, Miami, FL 33199, United States; Trejos, T., Intl. Forensic Research Institute, Department of Chemistry, Florida International University, University Park, Miami, FL 33199, United States; Hobbs, A., Intl. Forensic Research Institute, Department of Chemistry, Florida International University, University Park, Miami, FL 33199, United States; Furton, K., Intl. Forensic Research Institute, Department of Chemistry, Florida International University, University Park, Miami, FL 33199, United States",Forensic comparisons; Glass evidence; ICPMS; LA-ICP-MS; Paint evidence,Forensic comparisons; Glass evidence; ICPMS; LA-ICP-MS; Paint evidence; Automobiles; Calibration; Fluorescence; Glass; Isotopes; Laser ablation; Paint; Refractive index; Scanning electron microscopy; Trace elements,"Almirall, J.R.; Intl. Forensic Research Institute, Department of Chemistry, Florida International University, University Park, Miami, FL 33199, United States",Conference Paper,Final,,Scopus,2-s2.0-0942301023,,IFSMS 2004,Paint-Glass,Paint-Glass
"Altavilla C., Ciliberto E.",55916485400;24452396100;,Copper resinate; an XPS study of degradation,2006,Applied Physics A: Materials Science and Processing,83,4,,699,703,,15,10.1007/s00339-006-3531-2,,"Dipartimento di Scienze Chimiche, Università di Catania, viale Andrea Doria 6, 95125 Catania, Italy","Altavilla, C., Dipartimento di Scienze Chimiche, Università di Catania, viale Andrea Doria 6, 95125 Catania, Italy; Ciliberto, E., Dipartimento di Scienze Chimiche, Università di Catania, viale Andrea Doria 6, 95125 Catania, Italy",,Atmospheric humidity; Deterioration; Glazes; Irradiation; Ultraviolet radiation; X ray photoelectron spectroscopy; Climatic parameters; Copper resinate; Pictorial models; Resin acids; Copper compounds,"Altavilla, C.; Dipartimento di Scienze Chimiche, Università di Catania, viale Andrea Doria 6, 95125 Catania, Italy; email: caltavi@unict.it",Article,Final,,Scopus,2-s2.0-33646754919,,IFSMS 2007,Paint-Glass,Paint-Glass
"Altinel E., Seven E.",,Comparison of Fourier Transform Infrared Spectroscopy and Thin Layer Chromatography in Discriminating Various Paints in Forensic Cases,2003,Forensic Science International,136 Suppl,,,350,351,,,,,,,Paints; FTIR; TLC,,,Proceedings,,,,,,IFSMS 2004,Paint-Glass,Paint-Glass
Al-Turaif H. A.,,Effect of TiO 2 surface treatment on the mechanical properties of cured epoxy resin,2011,Journal of Coatings Technology Research,8,,,727,733,,,,,,,,,,Article,,,,,,IFSMS 2013,Paint-Glass,Paint-Glass
Ambers J.,6602405346;,Raman analysis of pigments from the Egyptian Old Kingdom,2004,Journal of Raman Spectroscopy,35,08-Sep,,768,773,,44,,,"Dept. of Conserv., Docum. and Sci., British Museum, Great Russell Street, London WC1B 3DG, United Kingdom","Ambers, J., Dept. of Conserv., Docum. and Sci., British Museum, Great Russell Street, London WC1B 3DG, United Kingdom",Egypt; Huntite; Jarosite; Old Kingdom; Pigments,calcium sulfate; carbon; ferric hydroxide; ferric oxide; pigment; conference paper; Egypt; painting; Raman spectrometry,"Ambers, J.; Dept. of Conserv., Docum. and Sci., British Museum, Great Russell Street, London WC1B 3DG, United Kingdom; email: jambers@thebritishmuseum.ac.uk",Conference Paper,Final,,Scopus,2-s2.0-4043112742,,IFSMS 2007,Paint-Glass,Paint-Glass
"Andalò C., Bicchieri M., Bocchini P., Casu G., Galletti G.C., Mandò P.A., Nardone M., Sodo A., Plossi Zappalà M.",15745149600;56226279000;7003941884;15720478500;25942401500;7004605944;7004157177;6603226933;6507627153;,"The beautiful ""Trionfo d'Amore"" attributed to Botticelli: A chemical characterisation by proton-induced X-ray emission and micro-Raman spectroscopy",2001,Analytica Chimica Acta,429,2,,279,286,,29,10.1016/S0003-2670(00)01292-7,,"Dipartimento Di Chimica G. Ciamician, Università Di Bolonga, via Selmi 2, 40126 Bologna, Italy; Istituto Centrale Di Patologia del Libro, via Milano 76, 00184 Rome, Italy; Dipartimento Di Fisica dell'Università Di Firenze, Largo E. Fermi 2, I 50125 Firenze, Italy; Istituto Nazionale Di Fisica Nucleare, Largo E. Fermi 2, I 50125 Firenze, Italy; Dipartimento Di Fisica, Università Di Roma Tre, Unità dell'Istituto Nazionale Di Fisica Per La Materia, via della Vasca Navale 84, 00146 Rome, Italy","Andalò, C., Dipartimento Di Chimica G. Ciamician, Università Di Bolonga, via Selmi 2, 40126 Bologna, Italy; Bicchieri, M., Istituto Centrale Di Patologia del Libro, via Milano 76, 00184 Rome, Italy; Bocchini, P., Dipartimento Di Chimica G. Ciamician, Università Di Bolonga, via Selmi 2, 40126 Bologna, Italy; Casu, G., Dipartimento Di Fisica dell'Università Di Firenze, Largo E. Fermi 2, I 50125 Firenze, Italy; Galletti, G.C., Dipartimento Di Chimica G. Ciamician, Università Di Bolonga, via Selmi 2, 40126 Bologna, Italy; Mandò, P.A., Dipartimento Di Fisica dell'Università Di Firenze, Largo E. Fermi 2, I 50125 Firenze, Italy, Istituto Nazionale Di Fisica Nucleare, Largo E. Fermi 2, I 50125 Firenze, Italy; Nardone, M., Dipartimento Di Fisica, Università Di Roma Tre, Unità dell'Istituto Nazionale Di Fisica Per La Materia, via della Vasca Navale 84, 00146 Rome, Italy; Sodo, A., Dipartimento Di Fisica, Università Di Roma Tre, Unità dell'Istituto Nazionale Di Fisica Per La Materia, via della Vasca Navale 84, 00146 Rome, Italy; Plossi Zappalà, M., Istituto Centrale Di Patologia del Libro, via Milano 76, 00184 Rome, Italy",Micro-Raman spectroscopy; Proton-induced X-ray emission (PIXE); Stratification,lead; pigment; proton; art; article; color; drawing; microradiography; priority journal; Raman spectrometry; spectroscopy; structure analysis; X ray analysis,"Galletti, G.C.; Dipartimento di Chimica G. Ciamician, Università di Bolonga, via Selmi 2, 40126 Bologna, Italy; email: galletti@ciam.unibo.it",Article,Final,,Scopus,2-s2.0-0035937013,,IFSMS 2004,Paint-Glass,Paint-Glass
