"Keyword"	"Explosives"
"IR SPECTRA"	2
"IR SPECTROSCOPY / RAMAN SPECTROSCOPY"	1
"IRAQ"	3
"IRAQ WAR"	1
"IRIDIUM COMPLEX"	1
"IRMOF-1"	1
"IRMS"	5
"IRMS IN SCIENTIFIC FIELDS, FORENSIC SCIENCE, A RECENT ENTRY"	1
"IRMS, PRECISE MEASUREMENTS IN NATURAL ISOTOPIC ABUNDANCE"	1
"IRON ION"	1
"IRON MINERALS"	1
"IRON OXIDE"	1
"IRON OXIDE/ALUMINUM REACTION"	1
"IRON OXIDES AND HUMIC ACID"	1
"IRON REDUCTION"	1
"IRRITANT"	1
"ISOCONVERSION METHOD"	1
"ISOCONVERSIONAL METHODS"	2
"ISODESMIC REACTION"	2
"ISODESMIC REACTIONS"	2
"ISOINDIGO"	1
"ISOLATED CILIA"	1
"ISOMER DIFFERENTIATION"	1
"ISOMERIZATION"	1
"ISOMERS"	1
"ISOTACHOPHORESIS"	2
"ISOTHERMAL"	1
"ISOTHERMAL DECOMPOSITION"	1
"ISOTHERMAL KINETIC MODEL"	1
"ISOTHERMAL THERMOGRAVIMETRY"	2
"ISOTOPE-RATIO MASS SPECTROMETRY"	1
"ISOTOPE EFFECT"	1
"ISOTOPE FRACTIONATION"	3
"ISOTOPE LABELING"	1
"ISOTOPE RATIO"	5
"ISOTOPE RATIO MASS SPECTROMETRY"	7
"ISOTOPE RATIO MASS SPECTROMETRY (IRMS)"	3
"ISOTOPES"	3
"ISOTOPIC METHOD"	1
"ISOTOPOMER"	1
"ISOWURTZITANE CAGE"	1
"ISSUE 89"	1
"ITERATIVE FIELD MATRIX"	1
"ITMS"	1
"J48 DECISION TREE"	1
"JANOVSKY COMPLEX"	1
"JET-REMPI"	1
"JM COMPLEX"	1
"JOINT IMPROVISED EXPLOSIVE DEVICE DEFEAT ORGANIZATION (U.S.)"	1
"JUDGMENT"	1
"K-NEAREST-NEIGHBOR"	1
"K NEAREST NEIGHBOR CLASSIFICATION"	1
"KAHANA BAY"	1
"KALMAN FILTERING"	1
"KANDAHAR TRAUMA EXPERIENCE"	1
"KAS"	1
"KDN"	1
"KELVIN PROBE"	1
"KEYWORDS"	1
"KEYWORDS MACROPOROUS RESIN TNT RED WATER COD ADSORPTION"	1
"KINETIC COMPENSATION EFFECTS"	1
"KINETIC CONSTANTS"	1
"KINETIC EQUATION"	1
"KINETIC MODEL"	2
"KINETIC PARAMETER"	1
"KINETIC PARAMETERS"	4
"KINETIC TRIPLET"	1
"KINETICS"	28
"KINETICS OF EVAPORATION"	1
"KISSINGER"	1
"KISSINGER METHOD"	1
"KNF"	1
"KNN"	1
"KNOWLEDGE RETRIEVAL"	1
"KOENEN"	1
"KOHONEN MAPS"	1
"KUBELKA-MUNK FUNCTION"	1
"L-CYSTINE MODIFICATION"	1
"L,3,5,7-TETRANITRO-1,3,5,7-TETRAZOCANE"	1
"LA(DIHED)"	1
"LAB-ON-A-CHIP"	6
"LAB-ON-CHIP"	1
"LAB ON A CHIP"	1
"LABEL-FREE"	2
"LABRAM"	1
"LABVIEW"	1
"LACTOSE"	1
"LAGS"	1
"LAMINAR FLAME SPEED"	1
"LAND MINE DETECTION"	1
"LAND MINES"	2
"LANDMINE"	6
"LANDMINE BURIAL"	1
"LANDMINE DETECTION"	10
"LANDMINE DETECTOR"	1
"LANDMINES"	7
"LANGMUIR-BLODGETT LAYERS"	1
"LANGMUIR EQUATION"	1
"LANGMUIR EVAPORATION"	1
"LANTHANIDE"	3
"LANTHANIDE(DIHED) POLYMERS"	1
"LANTHANIDEÑORGANIC FRAMEWORK"	1
"LANTHANIDEÒORGANIC FRAMEWORK"	1
"LANTHANUM"	1
"LANTHANUM BROMIDE (LABR3:CE)"	1
"LANTHANUM OXIDE"	1
"LAPLACIAN OF ELECTRON DENSITY"	1
"LARGE-SCALE DECOMPOSITION"	1
"LARGE-SIZED GRANULES"	1
"LARGE CARTRIDGE EMULSION EXPLOSIVES"	1
"LASER"	21
"LASER-BASED DETECTION"	1
"LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)"	40
"LASER-INDUCED FLUORESCENCE."	1
"LASER-INDUCED PLASMA"	1
"LASER-INDUCED SHOCK VELOCITY"	1
"LASER ABLATION-INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (LA-ICP-MS)"	1
"LASER APPLICATIONS"	1
"LASER DESORPTION"	1
"LASER DOPPLER VIBROMETER"	4
"LASER DRILLING"	2
"LASER FRAGMENTATION"	1
"LASER HEATING"	1
"LASER IGNITION"	4
"LASER INDUCED BREAKDOWN"	1
"LASER INDUCED BREAKDOWN SPECTROSCOPY (LIBS)"	2
"LASER INITIATION"	4
"LASER IONIZATION"	1
"LASER MONITORING OBSERVATION TECHNIQUE"	1
"LASER PHOTOACOUSTIC SENSOR"	1
"LASER PHOTOACOUSTIC SPECTROSCOPY"	1
"LASER PHOTOFRAGMENTATION"	1
"LASER PHOTOIONIZATION"	1
"LASER PHOTOTHERMAL SPECTROSCOPY"	1
"LASER PLASMA"	1
"LASER RAMAN"	1
"LASER SCANNING"	1
"LASER SPECTROSCOPY"	9
"LASER WAVELENGTH"	1
"LASERSCANNING"	1
"LATENT FINGERPRINTS"	1
"LATENT PRINTS"	1
"LATERAL FLOW IMMUNOASSAY"	1
"LAYER-BY-LAYER ASSEMBLED"	1
"LAYER-BY-LAYER SELF-ASSEMBLED FILMS"	1
"LAYERED CHARGES"	1
"LC-APCI-MS-MS"	1
"LC-ESI-MS-MS"	1
"LC-MS"	5
"LC-NMR"	1
"LC/UV"	1
"LDA"	1
"LEACHATE SAMPLING"	1
"LEACHING"	1
"LEAD"	2
"LEAD-FREE INITIATORS"	1
"LEAD-FREE PRIMARY EXPLOSIVES"	1
"LEAD AZIDE"	1
"LEAST ABSOLUTE SHRINKAGE AND SELECTION OPERATOR"	1
"LED"	1
"LEIDENFROST PHENOMENON"	1
"LEMS"	1
"LES"	1
"LESSONS LEARNED"	1
"LETHAL HEAD INJURIES"	1
"LETHALITY"	1
"LFIA"	2
"LIBRARY FREE DETECTION"	1
"LICLO4"	1
"LIDAR"	1
"LIFE-CYCLE IMPACT ASSESSMENT (LCIA)"	1
"LIFE PREDICTION"	1
"LIFELONG LEARNING"	1
"LIFETIME PREDICTION"	1
"LIFTED LATENT FINGERMARKS"	1
"LIGAND EFFECTS"	1
"LIGAND EXCHANGE"	1
"LIGAND SPECIFICITY"	1
"LIGANDS"	1
"LIGHT-RESPONSIVE"	1
"LIGNITE ACTIVATED CARBON"	1
"LIKELIHOOD RATIO"	2
"LIMIT OF DETECTION (LOD)"	2
"LIMITATIONS"	1
"LINACS"	1
"LINE SCANNER"	1
"LINEAR ARRAYS"	1
"LINEAR CORRELATION"	1
"LINEAR DISCRIMINANT ANALYSIS"	2
"LINEAR ION TRAP"	1
"LINEAR RESPONSE METHOD"	1
"LIOPHILIC ADDITIVES"	1
"LIPID BIOMARKERS"	1
"LIQUID-SOLID EQUILIBRIUM"	1
"LIQUID CHROMATOGRAPHY (LC)"	13
"LIQUID EXPLOSIVE"	1
"LIQUID EXPLOSIVES"	3
"LIQUID EXPLOSIVES DETECTION"	1
"LIQUID EXPLOSIVES DETECTION SYSTEMS (LEDS)"	1
"LIQUID HIGH EXPLOSIVES"	1
"LIQUID THREATS"	1
"LIQUID XENON"	1
"LIQUID, AEROSOLS AND GELS (LAGS)"	1
"LITHIUM PERCHLORATE"	1
"LIVE FIRE"	1
"LIZARD"	1
"LLM-105"	1
"LN-MOFS"	1
"LOADING DENSITY"	3
"LOCALIZED SURFACE PLASMON RESONANCE"	2
"LOCALIZED SURFACE PLASMON RESONANCE (LSPR)"	1
"LOCOMOTION"	1
"LOGICAL INTERPRETATION AND PROTOTYPE FOR ON-SITE ANALYSIS"	1
"LOGISTIC GROWTH MODEL"	1
"LONG-RANGE SERS EFFECT"	1
"LONG-TERM AGEING"	1
"LONG-WAVE INFRARED"	2
"LONG-WAVE INFRARED SPECTRA"	1
"LONG PERIOD GRATING"	1
"LONGWAVE INFRARED SPECTRA"	1
"LOSS OR ALTERATION OF CONSCIOUSNESS"	1
"LOSS PREVENTION"	1
"LOST PERSONS"	1
"LOW"	1
"LOW-COST SENSORS"	1
"LOW-MELTING NITROCOMPOUNDS"	1
"LOW-PRESSURE VACUUM OUTLET GAS CHROMATOGRAPHY"	1
"LOW-TEMPERATURE PLASMA"	2
"LOW-TOXICITY"	1
"LOW COST ADSORBENT"	1
"LOW COST BIOLOGICAL WASTES"	1
"LOW COST SENSOR TECHNOLOGY"	1
"LOW EXPLOSIVES"	2
"LOW LEVEL BLAST-INDUCED BRAIN INJURY"	1
"LOW TEMPERATURE"	1
"LOW TG"	1
"LOW THERMAL MASS"	1
"LOW VELOCITY IMPACT"	1
"LOWER EXPLOSIVE LIMIT"	1
"LOWER LIMB"	1
"LSPR"	1
"LUGGAGE"	1
"LUGGAGE CONTROL"	1
"LUMINESCENCE"	21
"LUMINESCENCE PROBE"	1
"LUMINESCENCE PROPERTIES"	2
"LUMINESCENCE QUENCHING"	1
"LUMINESCENCE SENSOR"	1
"LUMINESCENT"	2
"LUMINESCENT METAL-ORGANIC FRAMEWORKS"	1
"LUMINESCENT MOF"	1
"LUMINESCENT NANOMATERIAL"	1
"LUMINESCENT PROBES"	1
"LUMINESCENT SENSING"	1
"LUMINESCENT SENSOR"	1
"LUMINESCENT TAGGANT"	1
"LUNG INJURY"	1
"LWIR"	2
"LWL"	1
"LWR"	1
"LX-17"	1
"LYSO SCINTILLATOR"	1
"M-AMINOBENZENESULFONIC ACID"	1
"M-SEQUENCE SYSTEM"	1
"MˆSSBAUER SPECTROSCOPY"	1
"MACHINE LEARNING"	2
"MACROCYCLE"	1
"MACROCYCLES"	1
"MACROCYCLIC"	1
"MAGNESIUM"	2
"MAGNESIUM-BASED HYDROGEN STORAGE MATERIALS"	1
"MAGNETIC ACTIVATED CARBON"	1
"MAGNETIC ANOMALY DETECTION"	2
"MAGNETIC BEAD"	1
"MAGNETIC FIELD CYCLING NMR"	1
"MAGNETIC FIELD MEASUREMENT"	2
"MAGNETIC NANOPARTICLES"	1
"MAGNETIC SELF-ASSEMBLING"	1
"MAGNETIC SENSORS"	1
"MAGNETIC SUSCEPTIBILITY"	1
"MAGNETITE"	1
"MAGNETRON SPUTTERING"	1
"MAGPIX"	1
"MAGPLEX MICROSPHERES"	1
"MAIZE STEM"	1
"MAN-PORTABLE"	1
"MANAGEMENT"	1
"MANDIBLE"	1
"MANUFACTURING"	1
"MANUFACTURING PROCESS"	1
"MAPPING"	3
"MARINE"	1
"MARINE MAMMAL"	1
"MARJOLIN'S ULCER"	1
"MARKING AGENTS"	1
"MASS"	2
"MASS-LOSS RATE"	1
"MASS-TRANSIT"	1
"MASS CASUALTIES"	1
"MASS CASUALTY INCIDENTS"	1
"MASS RATIO OF HYDROGEN TO NITROGEN"	1
"MASS SPECTROMETRY (MS)"	39
"MASS SPECTROMETRY IMAGING"	1
"MASS TRANSFER"	3
"MASSIVELY PARALLEL SEQUENCING"	1
"MASTER LOGIC DIAGRAM (MLD)"	1
"MATCHED FILTERS"	1
"MATERIAL CHEMISTRY"	1
"MATERIAL DISCRIMINATION"	1
"MATERIAL FAILURE MODES"	1
"MATERIAL IDENTIFICATION"	3
"MATERIAL INTERFACES"	1
"MATERIAL SAFETY DATA SHEETS"	1
"MATERIAL SELECTION"	3
"MATERIAL SURFACES"	1
"MATERIALS SCIENCE"	1
"MATERIALS SUBSTRATES"	1
"MATHEMATICAL MODELING"	1
"MATRIX"	1
"MATRIX ASSISTED LASER DESORPTION IONIZATIONÒMASS SPECTROMETRY"	1
"MATRIX ISOLATION INFRARED SPECTROSCOPY"	1
"MATURITY"	1
"MAXIMUM-LIKELIHOOD DETECTION"	1
"MAXIMUM LIKELIHOOD"	1
"MCNP"	3
"MCNP-5"	1
"MCNP CODE"	2
"MCNP6"	1
"MCNPX"	3
"MDSC"	1
"MEASUREMENT ALGORITHMS"	1
"MEASUREMENT COMPARISON"	2
"MEASUREMENT OF RELATIVE PERMITTIVITY"	1
"MEASUREMENT SCIENCE"	1
"MEASUREMENTS"	1
"MECHANICAL AND SHOCK SENSITIVITY"	1
"MECHANICAL PROPERTIES"	17
"MECHANICAL SENSITIVITIES"	1
"MECHANICAL SENSITIVITY"	2
"MECHANICS"	1
"MECHANISM"	5
"MECHANISM FUNCTION"	1
"MECHANISM OF TATP THERMAL DECOMPOSITION"	1
"MECHANISM OF UREA NITRATE"	1
"MECHANOACTIVATION"	1
"MECHANOCHEMISTRY"	1
"MEDICAL TRAUMA"	1
"MEISENHEIMER ANION"	1
"MEISENHEIMER COMPLEX"	3
"MEISENHEIMER COMPLEXES"	1
"MEKC"	1
"MELAMINE"	1
"MELT-CAST"	2
"MELT CAST"	1
"MELT CAST EXPLOSIVE"	1
"MELTING"	1
"MELTING POINT"	1
"MEMBRANE BIOFILM REACTOR (MBFR)"	1
"MEMBRANE CHRACTERIZATION"	1
"MEMBRANE PROTEIN"	1
"MEMORY"	2
"MEMS"	10
"MEMS CAPACITIVE SENSORS"	1
"MEMS SENSOR"	1
"MEPS"	1
"MERCURIC IONS"	1
"MERCURY ION"	1
"MESOPOROUS"	1
"MESOPOROUS CARBON MATERIAL"	1
"MESOPOROUS MATERIALS"	4
"MESOPOROUS MOLECULAR SIEVES"	1
"MESOPOROUS SILICA FILM"	1
"MESOPOROUS SILICA NANOPARTICLES"	2
"MESOPOROUS SILICAS"	1
"MESOPOROUS SOLIDS"	1
"MESOSCALE SIMULATION"	1
"METABOLIC COST"	1
"METABOLISM"	2
"METABOLITE"	2
"METABOLITE SYNTHESIS"	1
"METABOLOMICS"	1
"METAGENOMICS"	1
"METAL"	2
"METAL-ENHANCED FLUORESCENCE"	1
"METAL-FREE POLY-CYCLOADDITION"	1
"METAL-FREE PRIMARY EXPLOSIVES"	1
"METAL-MATRIX EXPLOSIVES"	1
"METAL-PHTHALOCYANINES"	1
"METAL-SHOCK INTERACTIONS"	1
"METAL–ORGANIC FRAMEWORKS"	2
"METAL ?-DIKETONATE POLYMER"	2
"METAL ?-DIKETONATE POLYMERS"	1
"METAL BROMIDE"	1
"METAL CATIONS"	1
"METAL COMBUSTION"	1
"METAL FOIL"	1
"METAL HYDRIDES"	1
"METAL IONS"	3
"METAL IONS IMPREGNATION"	1
"METAL NANOPARTICLES"	2
"METAL ORGANIC FRAMEWORK (MOF)"	26
"METAL OXIDE"	1
"METAL OXIDE NANOPARTICLES"	1
"METAL?ORGANIC FRAMEWORKS"	1
"METAL‚'ORGANIC FRAMEWORK"	1
"METALÇ'ORGANIC FRAMEWORK"	1
"METALÐORGANIC FRAMEWORKS"	2
"METALLA-RECTANGLE"	1
"METALLOLE POLYMERS"	1
"METALLOPORPHYRINS"	1
"METALLURGY"	2
"METALÑORGANIC FRAMEWORK"	1
"METALÑORGANIC FRAMEWORKS"	1
"METALÑORGANIC GELS"	1
"METALÒORGANIC FRAMEWORK"	1
"METALÒORGANIC FRAMEWORKS"	1
"METALÒORGANIC GELS"	1
"METALS ANALYSIS"	1
"METAPROTEOMICS"	1
"METATHESIS"	1
"METATRANSCRIPTOMICS"	1
"METHANE"	1
"METHOD OF SPECTRAL DYNAMICS ANALYSIS"	5
"METHOD OF SPECTRUM DYNAMICS ANALYSIS"	1
"METHOD VALIDATION"	1
"METHOD VALIDATION PARAMETERS"	1
"METHODOLOGICAL FRAMEWORK"	2
"METHODOLOGY"	1
"METHYL CENTRALITE"	1
"METHYL SALICYLATE"	1
"METHYLAMMONIUM NITRATE"	1
"METHYLATED SILICA"	1
"METHYLENE BLUE"	1
"METHYLTRINITROBENZENE"	1
"METRO SYSTEMS"	1
"MF RESINS"	1
"MG(BHX)Y"	1
"MICELLAR ELECTROKINETIC CAPILLARY CHROMATOGRAPHY"	1
"MICELLAR ELECTROKINETIC CHROMATOGRAPHY"	1
"MICELLES"	2
"MICRO-/NANORODS"	1
"MICRO-CHANNEL"	2
"MICRO-DIFFERENTIAL THERMAL ANALYSIS"	2
"MICRO-GENETIC ALGORITHM"	1
"MICRO-HEATER"	1
"MICRO-HOTPLATE"	2
"MICRO-HOTSPOT MODEL"	1
"MICRO-INITIATOR"	1
"MICRO-POLLUTANTS"	1
"MICRO-SHOCK WAVE"	1
"MICRO-TOTAL ANALYSIS SYSTEMS"	1
"MICRO ANTENNA"	1
"MICRO ELECTRO MECHANICAL SYSTEM (MEMS) SENSORS"	1
"MICRO FAIMS"	1
"MICRO GAS CHROMATOGRAPH"	1
"MICRO GAS PRECONCENTRATORS"	1
"MICRO TOTAL ANALYSIS SYSTEM"	1
"MICROANALYTICAL DETECTION"	1
"MICROARRAY"	2
"MICROARRAY ANALYSIS"	1
"MICROARRAYS"	2
"MICROBIAL BIOREPORTERS"	1
"MICROBIAL COMMUNITY"	2
"MICROBIAL DIVERSITY"	2
"MICROBIAL ECOLOGY"	1
"MICROBIAL REDUCTION"	1
"MICROBORE COLUMN"	1
"MICROCALORIMETER"	2
"MICROCALORIMETRY"	1
"MICROCANTILEVER"	7
"MICROCANTILEVERS"	4
"MICROCELLULAR COMBUSTIBLE OBJECTS"	2
"MICROCHANNEL"	1
"MICROCHIP"	1
"MICROCHIP CAPILLARY ELECTROKINETIC CHROMATOGRAPHY"	1
"MICROCHIP ELECTROPHORESIS"	5
"MICROCHIP LASER"	1
"MICROCHIPLASER"	1
"MICROCONTROLLERS"	1
"MICRODROP PRINTING"	1
"MICROELECTROMECHANICAL SYSTEMS (MEMS)"	1
"MICROEMULSION"	1
"MICROENCAPSULATION"	2
"MICROENCAPSULATION OF TNT"	1
"MICROEXPLOSION"	1
"MICROEXTRACTION"	1
"MICROEXTRACTION EFFECT"	1
"MICROFABRICATED GAS PRE-CONCENTRATOR"	1
"MICROFABRICATION"	3
"MICROFLUIDIC"	1
"MICROFLUIDIC PAPER-BASED ANALYTICAL DEVICE"	1
"MICROFLUIDIC PAPER-BASED ANALYTICAL DEVICE (µPAD)"	1
"MICROFLUIDICS"	7
"MICROHEATER"	1
"MICROHOTPLATE"	1
"MICROMACHINING"	1
"MICROMETER AL POWDERS"	1
"MICRON"	1
"MICRON PARTICLES"	1
"MICRONIZATION"	1
"MICROORGANISM"	1
"MICROPATTERN GASEOUS DETECTORS (MSGC, GEM, THGEM, RETHGEM, MHSP, MICROPIC, MICROMEGAS, INGRID, ETC)"	2
"MICRORNA"	1
"MICROSCALE EFFECTS"	1
"MICROSCALE SIMULATION"	1
"MICROSCOPIC MODEL"	1
"MICROSCOPY"	2
"MICROSENSOR"	1
"MICROSENSORS"	1
"MICROSOMES"	1
"MICROSPHERES"	2
"MICROSTRUCTURE"	1
"MICROSTRUCTURE MODELING"	1
"MICROSTRUCTURED"	1
"MICROSTRUCTURED OPTICAL FIBERS"	1
"MICROSTRUCTURES"	1
"MICROTHERMOMETER"	1
"MICROTHRUSTER"	1
"MICROWAVE"	1
"MICROWAVE-ASSISTED SOLÑGEL ROUTE"	1
"MICROWAVE-ASSISTED SOLÒGEL ROUTE"	1
"MICROWAVE DETECTION"	1
"MICROWAVE DIGESTION"	1
"MICROWAVE HEATING"	1
"MICROWAVE IMAGING SCANNER"	1
"MICROWAVE INTERFEROMETRY"	3
"MICROWAVE IRRADIATION"	1
"MICROWAVE VACUUM DESICCATION"	1
"MICROWAVES"	1
"MID-INFRARED"	3
"MID-INFRARED SPECTROSCOPY"	2
"MID-INFRARED SPECTRUM"	1
"MIE-GR¸NEISEN EQUATION OF STATE"	1
"MIE-GRÜNEISEN EQUATION OF STATE"	1
"MIE SCATTERING"	1
"MILITARY"	4
"MILITARY CONTAMINATED SITES"	1
"MILITARY DOG"	1
"MILITARY GUNNERY RANGE"	1
"MILITARY RANGE"	1
"MILITARY TRAINING"	1
"MILITARY WEAPON"	1
"MILK"	1
"MILLIMETER-WAVE"	1
"MILLIMETER-WAVE IMAGING"	2
"MILLIMETER WAVE"	2
"MILLIMETER WAVE IMAGING"	1
"MILLIMETRE WAVE"	1
"MIMETIC"	1
"MINE"	2
"MINE ACTION"	1
"MINE BURIAL EXPERIMENT"	1
"MINE DETECTION"	4
"MINE WATER"	1
"MINERALIZATION"	5
"MINERALOGY"	1
"MINERALS"	2
"MINIATURE IMS"	1
"MINIATURE MASS SPECTROMETER"	1
"MINIATURISATION"	1
"MINIATURIZATION"	1
"MINIATURIZED SENSOR"	1
"MINIMUM SMOKE PROPELLANT"	1
"MIRNA"	1
"MITIGATION"	1
"MITOCHONDRIA"	1
"MIXED-LIGAND"	1
"MIXED CULTURE"	1
"MIXED POTENTIAL"	2
"MIXED S-PARAMETERS MEASUREMENT"	1
"MIXERS"	1
"MIXTURE"	1
"MIXTURE RULE"	1
"MLPCA"	1
"MN"	1
"MN DOPED ZNS QDS"	1
"MOBILE"	1
"MOBILE SYSTEM"	1
"MOBILITY"	2
"MODDIFS"	1
"MODE"	1
"MODE OF ACTION"	1
"MODE OF TRANSPORTATION"	1
"MODEL-FITTING"	1
"MODEL-FREE"	1
"MODEL-FREE METHODS"	1
"MODEL RECONSTRUCTION"	1
"MODELING"	8
"MODELING OF EMISSION SPECTRA"	1
"MODELING PROCESSES"	4
"MODELLING"	2
"MODELS AND SIMULATIONS"	1
"MODIFIED"	1
"MODIFIED ELECTRODE"	1
"MODIFIED GC ELECTRODES"	1
"MODIFIED INTEGRAL CORRELATION CRITERION"	1
"MODIFIED LIGNIN"	1
"MODIFIED TRANSIENT PLANE SOURCE"	1
"MODIFIED VENTED PIPE TEST"	1
"MODIFIED ZSM-5"	1
"MODIFIER"	1
"MOEMS GRATING"	1
"MOF"	1
"MOF FILM"	1
"MOF NANOCOMPOSITES"	1
"MOISTURE"	1
"MOISTURE CONTENT"	1
"MOLASSES"	1
"MOLECULAR"	1
"MOLECULAR DEVICE"	1
"MOLECULAR DYADS"	1
"MOLECULAR DYNAMICS"	13
"MOLECULAR DYNAMICS (MD)"	3
"MOLECULAR DYNAMICS (MD) SIMULATION"	1
"MOLECULAR DYNAMICS SIMULATION"	3
"MOLECULAR ELECTROSTATIC POTENTIAL SURFACES"	1
"MOLECULAR FORMULA"	1
"MOLECULAR GATES"	1
"MOLECULAR IMPRINTED POLYMER"	2
"MOLECULAR IMPRINTED SOL-GEL"	1
"MOLECULAR IMPRINTING"	6
"MOLECULAR IMPRINTING POLYMER"	1
"MOLECULAR IMPRINTING TECHNOLOGY"	1
"MOLECULAR ION"	1
"MOLECULAR PATHWAY(S)"	1
"MOLECULAR RECEPTIVE RANGE"	1
"MOLECULAR RECOGNITION"	2
"MOLECULAR SIMULATION"	3
"MOLECULAR SPECIES"	1
"MOLECULAR STRUCTURE"	5
"MOLECULAR VIBRATION"	1
"MOLECULAR VIBRATIONAL SPECTROSCOPY"	1
"MOLECULAR VIBRATIONS"	2
"MOLECULARLY IMPRINTED POLYMER"	8
"MOLECULARLY IMPRINTED POLYMER FILM"	1
"MOLECULARLY IMPRINTED POLYMERS (MIP)"	1
"MOLECULARLY IMPRINTED SILICA"	2
"MOLECULARLY IMPRINTED SOLID PHASE EXTRACTION"	1
"MOLECULE-CATION INTERACTION"	3
"MOLECULE DYNAMIC"	1
"MOLYBDENUM DISULFIDE (MOS2)"	1
"MONITORING"	1
"MONO-LAYER"	1
"MONO SUBSTITUTED NITROBENZENES"	1
"MONOCHROMATIC GAMMA RAYS"	1
"MONOCLONAL ANTI-TNT ANTIBODY"	1
"MONOENERGETIC GAMMA RAYS"	1
"MONOLITHIC COLUMN"	1
"MONOLITHIC GLAZING"	1
"MONOLITHIC TUNING"	1
"MONOMETHYLAMINE"	1
"MONONITROTOLUENE"	1
"MONONITROTOLUENES"	1
"MONTE-CARLO"	1
"MONTE-CARLO SIMULATION"	1
"MONTE CARLO"	3
"MONTE CARLO METHOD"	2
"MONTE CARLO MODELING"	1
"MONTE CARLO N-PARTICLE (MCNP)"	1
"MONTE CARLO SIMULATION"	10
"MONTE CARLO SIMULATIONS"	2
"MONTMORILLONITE"	1
"MORPHINE"	1
"MORPHOLOGY"	6
"MÖSSBAUER SPECTROSCOPY"	1
"MOTOR-CONTROL"	1
"MOTOR OIL"	1
"MOX"	1
"MP2"	2
"MP2(FULL)"	3
"MPE"	1
"MRI"	1
"MTBI"	1
"MTPS"	1
"MUF"	1
"MULTI-CHANNEL DESIGN"	1
"MULTI-LAYER PROTECTIVE STRUCTURE"	1
"MULTI-LAYER SPLIT COILS"	1
"MULTI-NITRO ESTER PROPELLANT"	1
"MULTI-OBJECTIVE"	1
"MULTI-SENSOR"	1
"MULTI-SENSORS"	1
"MULTI-SPECTRAL"	1
"MULTI-SPECTRAL IMAGING"	2
"MULTI-WALL CARBON NANOTUBES"	1
"MULTI-WALLED CARBON NANOTUBE"	1
"MULTI/HYPERSPECTRAL IMAGE"	1
"MULTICHANNEL"	1
"MULTICOMPONENT MIXTURES"	1
"MULTICOMPONENT POLYMERIZATION"	1
"MULTIDIMENSIONAL SIGNAL PROCESSING"	1
"MULTIFREQUENCY NQR"	1
"MULTIFUNCTIONALITY"	1
"MULTIGENERATION EXPOSURE"	1
"MULTIMODAL"	1
"MULTIMODALITY LANDMINE DETECTION"	1
"MULTIMODE FIBER"	1
"MULTIORGAN FAILURE"	1
"MULTIPHOTON IONIZATION"	1
"MULTIPLE EXCITATION WAVELENGTHS"	2
"MULTIPLE LINEAR REGRESSION"	1
"MULTIPLE SCATTERING COMPTON CAMERA (MSCC)"	1
"MULTIPLEXED COLLISION-INDUCED DISSOCIATION"	1
"MULTIPOINT INITIATION"	1
"MULTIPULSE SEQUENCES"	2
"MULTISCALE SHOCK SIMULATION TECHNIQUE"	1
"MULTISCALE SIMULATION"	1
"MULTISENSOR SYSTEMS"	1
"MULTISPECTRAL IMAGING"	3
"MULTIUSE EXPLOSIVES"	1
"MULTIVARIATE ANALYSIS (MVA)"	4
"MULTIVARIATE CALIBRATION"	1
"MULTIVARIATE CHARACTERISATION"	1
"MULTIVARIATE EXPERIMENTAL DESIGN"	1
"MULTIVARIATE NONLINEAR REGRESSION"	1
"MULTIWALLED CARBON NANOTUBES"	2
"MUNICIPAL WASTEWATER"	1
"MUNITION CONSTITUENTS"	1
"MUNITIONS"	6
"MUNITIONS CONSTITUENTS"	3
"MUNITIONS CONSTITUENTS ANALYSIS"	1
"MUNITIONS RESIDUES"	1
"MUSK KETONE"	1
"MUTAGENICITY"	3
"MXENE"	1
"MYTILUS GALLOPROVINCIALIS"	2
"N-(1-NAPHTHYL) ETHYLENEDIAMINE DINITRATE"	1
"N-AMINES"	1
"N-BUTYL-N-NITRATOETHYL NITRAMINE (BUNENA)"	1
"N-BUTYLCHLOROFORMATE"	1
"N-GQDS"	1
"N-HPI"	1
"N-METHYL PARANITRO ANILINE"	1
"N-METHYL PYRROLIDONE"	2
"N-NITROCOMPOUND"	1
"N-NITROSODIPHENYLAMINE"	1
"N-OXIDES"	2
"N-OXIDES OF 3,3?-AZO-BIS(6-AMINO-1,2,4,5-TETRAZINE)"	1
"N BALANCE"	1
"N,N,N',N'-TETRAMETHYLETHANEDIAMINE"	1
"N2O"	1
"NACS"	3
"NANO"	2
"NANO-AL POWDER"	1
"NANO-ANTENNA"	1
"NANO-AP"	1
"NANO-CAPILLARY ELECTROPHORESIS"	1
"NANO-CL-20"	1
"NANO-COCRYSTALS"	1
"NANO-CUO"	1
"NANO-DIAMONDS"	1
"NANO-ENERGETIC MULTILAYERS FILMS"	1
"NANO-EXPLOSIVE"	1
"NANO-FIBER"	1
"NANO-HMX"	1
"NANO-HNS"	1
"NANO-K6"	1
"NANO-K6/NANO-RDX MIXTURE"	1
"NANO-NITRAMINE EXPLOSIVE"	1
"NANO-PARTICLES"	1
"NANO-RDX"	2
