"Keyword"	"Toxicology"
"POSTMORTEM DISTRIBUTION IN A HUMAN"	1
"POSTMORTEM DISTRIBUTION/REDISTRIBUTION"	1
"POSTMORTEM DRUG TESTING"	1
"POSTMORTEM FORENSIC TOXICOLOGY"	2
"POSTMORTEM INTERVAL"	4
"POSTMORTEM MAGNETIC RESONANCE IMAGING"	1
"POSTMORTEM MULTISLICED COMPUTED TOMOGRAPHY"	1
"POSTMORTEM PRODUCTION"	2
"POSTMORTEM REDISTRIBUTION"	14
"POSTMORTEM REDISTRIBUTION FACTOR"	1
"POSTMORTEM SAMPLES"	1
"POSTMORTEM SPECIMENS"	3
"POSTMORTEM TISSUE DISTRIBUTION"	1
"POSTMORTEM TOXICOLOGY"	6
"POSTMORTEM TREATMENT"	1
"POSTTRANSLATIONAL MODIFICATIONS"	1
"POTASSIUM"	1
"POTASSIUM FERROCYANIDE"	1
"POTENTIAL MARKERS OF HUMAN PRESENCE"	1
"POTENTIAL POSTMORTEM REDISTRIBUTION"	1
"PPAR?"	1
"PRAZEPAM"	1
"PRE-ANALYTICAL AND ANALYTICAL TECHNIQUES"	1
"PRE-ANALYTICAL STABILITY"	1
"PRE-ANALYTICAL VARIATION"	2
"PRE-ARREST BREATH TEST"	1
"PRE-PURIFICATION"	1
"PRECISION"	2
"PRECLINICAL"	1
"PRECONCENTRATION"	1
"PRECONCENTRATION ORGANIC COMPOUNDS"	1
"PREGABALIN"	1
"PREGNANCY"	3
"PREGNANT WOMEN"	1
"PRENATAL"	1
"PRENATAL ALCOHOL EXPOSURE"	2
"PRENATAL DRUG EXPOSURE"	2
"PRENATAL ETHANOL EXPOSURE"	1
"PRENATAL EXPOSURE"	2
"PRENATAL SCREENING"	1
"PRESCRIBED DRUGS"	1
"PRESCRIPTION DATA"	1
"PRESCRIPTION DRUG ABUSE"	1
"PRESCRIPTION DRUGS"	6
"PRESCRIPTION DRUGS/POISONING"	1
"PRESCRIPTION MEDICATION"	1
"PRESCRIPTION MONITORING"	1
"PRESERVATIVES"	1
"PRESSURIZED-LIQUID EXTRACTION"	1
"PRETESTING"	1
"PREVALENCE"	13
"PREVENTION"	2
"PREVENTION POLICIES"	1
"PRINCIPAL COMPONENT ANALYSIS (PCA)"	4
"PROBABILITY DISTRIBUTION"	1
"PROCOLLAGEN TYPE III PEPTIDE (P-III-P)"	1
"PRODUCT ION MASS SPECTROMETRY"	1
"PROFICIENCY TEST"	3
"PROFICIENCY TESTING"	2
"PROFICIENCY TESTS"	2
"PROGESTERONE"	2
"PROHIBITED STEROIDS"	1
"PROHIBITED SUBSTANCES"	1
"PROINSULIN"	1
"PRONASE"	1
"PROOF OF CONSUMPTION"	1
"PROPANE ABUSE"	1
"PROPOFOL"	2
"PROPRANOLOL"	1
"PROPYL CHLOROFORMATE"	1
"PROPYLTHIOURACIL"	1
"PROTAMINE"	1
"PROTECTION OF PRIVACY"	1
"PROTEIN ADDUCT"	2
"PROTEIN ADDUCTS"	1
"PROTEIN BIOMARKER"	1
"PROTEIN PRECIPITATION"	1
"PROTEINS"	2
"PROTEOMIC"	1
"PROTON PUMP INHIBITOR"	1
"PROTON TRANSFER REACTION MASS SPECTROMETRY (PTR-MS)"	1
"PS9"	1
"PSEUDOEPHEDRINE"	1
"PSP HUMAN INTOXICATION"	1
"PSYCHIATRIC DRUGS"	1
"PSYCHOACTIVE DRUG"	1
"PSYCHOACTIVE DRUG USE"	1
"PSYCHOACTIVE DRUGS"	1
"PSYCHOACTIVE EFFECT"	1
"PSYCHOACTIVE PRESCRIPTION DRUGS"	1
"PSYCHOACTIVE SUBSTANCE USE"	1
"PSYCHOACTIVE SUBSTANCES"	7
"PSYCHOMOTOR IMPAIRMENT"	3
"PSYCHOSIS"	1
"PSYCHOTROPIC"	1
"PSYCHOTROPIC DRUGS"	2
"PSYCHOTROPIC MEDICATIONS"	1
"PTR-MS MASS SPECTROMETRY"	1
"PTSD"	1
"PTVñLVI"	1
"PUBLIC HEALTH"	2
"PUBLIC SAFETY"	2
"PUFFER-FISH"	1
"PULMONARY EDEMA"	1
"PUNCHING"	1
"PURITY OF CHEMICALS"	1
"PUTREFACTION"	2
"PV8"	2
"PV9"	2
"PV9 (A-POP)"	1
"PVP"	1
"PXB-CELLS"	1
"PYRAZOLAM"	2
"PYRIDINIUM CHLOROCHROMATE"	1
"PYROVALERONE CATHINONES"	1
"PYRROLIDINO CATHINONE DERIVATIVES"	1
"PYRROLIDINO CATHINONES"	1
"PYRROLIDINOPHENONE"	3
"PYRROLIDINOPHENONES"	2
"Q EXACTIVE-ORBITRAP"	1
"QED"	1
"QT INTERVAL PROLONGATION"	1
"QTOF"	1
"QTOF ANALYSIS"	1
"QTRAP"	1
"QTRAP MASS SPECTROMETRY"	1
"QUADRUPOLE MASS SPECTROMETRY"	1
"QUADRUPOLE TIME-OF-FLIGHT"	2
"QUADRUPOLE TIME-OF-FLIGHT MASS SPECTROMETRY"	1
"QUADRUPOLE/TIME-OF-FLIGHT MASS SPECTROMETRY"	1
"QUALITATIVE"	1
"QUALITATIVE METHODS"	1
"QUALITY ASSURANCE"	4
"QUALITY CONTROL"	8
"QUALITY EVALUATION"	1
"QUALITY SYSTEMS"	1
"QUANTIFICATION"	14
"QUANTIFICATION OF METABOLITES IN URINE SPECIMEN"	1
"QUANTISAL"	1
"QUANTITATION"	3
"QUANTITATIVE ANALYSIS"	4
"QUANTITATIVE DETERMINATION"	2
"QUATERNARY NITROGEN MUSCLE RELAXANTS"	1
"QUCHIC"	1
"QUECHERS"	6
"QUECHERS METHOD"	2
"QUERCETIN"	1
"QUETIAPINE"	4
"QUICK, EASY, CHEAP, EFFECTIVE, RUGGED, AND SAFE"	1
"QUINALPHOS"	1
"R,S-METHADONE"	1
"RABBIT CUTANEOUS EXPOSURE MODEL"	2
"RACEHORSE"	1
"RAM"	1
"RAMAN SPECTROSCOPY"	1
"RANDOM BREATH TEST"	1
"RANDOM BREATH TESTING"	2
"RANDOM DRUG TESTING"	1
"RANDOX"	1
"RAPE"	3
"RAPID SCREENING"	1
"RASTER IMAGING"	1
"RAT"	3
"RAT MODEL"	1
"RAT PLASMA"	3
"RATIO"	4
"RATIO VARIATIONS"	1
"RAVE"	1
"RBT"	1
"RCT"	3
"RDT"	1
"REACTIVE OXYGEN SPECIES"	1
"READY-TO-DRINK"	1
"REAL-LIFE CONDITIONS"	1
"REANALYSIS"	1
"RECENT TREND OF ABUSE"	1
"RECEPTOR BINDING ASSAY"	1
"RECIDIVISM"	3
"RECIDIVIST DRIVER"	1
"RECOMBINANT HUMAN GROWTH HORMONE (RHGH) BIOMARKERES"	1
"RECOMBINANT PROTEINS"	2
"RECOVERY"	1
"RECREATIONAL DRUG"	1
"RECREATIONAL DRUGS"	4
"RECREATIONAL USE"	1
"RED TIDES"	1
"REDISTRIBUTION"	7
"REFERENCE MATERIAL"	2
"REFERENCE MATERIALS"	1
"REFERENCE STANDARDS"	1
"REGIOISOMERS"	1
"REGISTER-BASED STUDY"	1
"REGRESSION ANALYSIS"	1
"REGULATORY REQUIREMENTS"	1
"REGULATORY TOXICOLOGY"	1
"REHABILITATION"	2
"REINFORCED SOLID/LIQUID MICROEXTRACTION"	1
"RELATED DEATH"	1
"REMEDI HS"	1
"REPEAT OFFENCES"	1
"REPRODUCIBILITY"	1
"REPRODUCTIVE TOXICITY"	1
"RESCUE OPERATIONS"	1
"RESEARCH CHEMICALS"	1
"RESEARCH METHODS"	1
"RESIBUFOGENIN"	3
"RESIDUAL ALCOHOL"	1
"RESPIRATORY FAILURE"	1
"RESPIRATORY INHIBITION"	1
"RESPIRATORY PHYSIOLOGY"	1
"RESPONSIBILITY"	1
"RESPONSIBLE"	1
"RESTRICTED-ACCESS MATERIALS"	1
"RESTRICTED ACCESS EXTRACTION COLUMN"	1
"RESTRICTED ACCESS MEDIA"	1
"RESUSCITATION"	1
"RESVERATROL"	2
"RETICULINE"	1
"RETROGRADE EXTRAPOLATION"	1
"RETROSPECTIVE ANALYSIS"	3
"RETROSPECTIVE MONITORING"	1
"RETROSPECTIVE STUDY"	2
"REUNIFICATION"	1
"REVERSE MICELLE"	1
"REVERSED-PHASE"	2
"REVIEW"	19
"REWARD"	1
"REXAMINO"	1
"RHABDOMYOLYSIS"	1
"RHESUS"	1
"RHUEPO"	1
"RIB BONE MARROW"	1
"RIBAVIRIN"	1
"RICIN"	3
"RICINUS COMMUNIS"	1
"RISK"	2
"RISK FACTOR"	2
"RISK MANAGEMENT"	1
"RISK PERCEPTION"	1
"RNA"	1
"ROAD-TRAFFIC"	1
"ROAD SAFETY LEGISLATION"	1
"ROAD SIDE TESTING"	1
"ROAD TRAFFIC SAFETY"	1
"ROAD TRAUMA"	1
"ROADSIDE"	1
"ROADSIDE DRUG SCREENING"	2
"ROADSIDE DRUG TEST"	2
"ROADSIDE DRUG TESTING"	1
"ROADSIDE ON-SITE TESTING"	1
"ROADSIDE SCREENING"	1
"ROADSIDE SURVEY"	3
"ROADSIDE TEST"	1
"ROADSIDE TESTING"	1
"ROBUSTNESS"	2
"ROC"	1
"RODENTICIDE"	1
"ROHYPNOL"	1
"ROPIVACAINE"	1
"ROUNDING ERRORS"	1
"RTA"	1
"RUFINAMIDE"	1
"RUGGEDNESS"	1
"RURAL"	1
"RUTAECARPINE"	1
"SAFETY"	2
"SAFETY MARGIN"	1
"SAFETY MARGINS"	1
"SAFETY/SECURITY POST"	1
"SALBUTAMOL"	1
"SALICULE"	1
"SALICYLIC ACID"	1
"SALIVA"	27
"SALIVA TESTING"	1
"SALIVA/BREATH RATIO"	1
"SALIVA/ORAL FLUID"	1
"SALIVETTE"	1
"SALTING-OUT"	1
"SALVIANOLIC ACID C"	1
"SAMPLE-TO-SAMPLE COMPARISON"	1
"SAMPLE CLEANUP"	1
"SAMPLE DILUTION"	1
"SAMPLE PREPARATION"	34
"SAMPLE PRETREATMENT"	1
"SAMPLE STACKING"	1
"SAMPLE WORKUP"	1
"SAMPLING"	2
"SAMPLING ANALYSIS"	1
"SAMPLING PROTOCOL"	1
"SAMPLING SITE"	3
"SAN FRANCISCO"	1
"SATIVEXÆ"	1
"SATRATOXINS"	1
"SAXITOXIN"	1
"SCAN"	1
"SCAVENGER"	1
"SCHEDULED DRUGS"	1
"SCHIZOPHRENIC-PATIENTS"	1
"SCIENTIFIC EVIDENCE"	1
"SCIENTIFIC EVOLUTION"	1
"SCOPOLETIN"	1
"SCREEN"	1
"SCREEN-PRINTED ELECTRODES"	1
"SCREENING"	24
"SCREENING METHOD"	1
"SCREENING PROCEDURE"	1
"SCREENING PROCEDURES"	1
"SCREENING TEST"	2
"SCUBA DIVING"	1
"SDB-006"	1
"SDMA"	1
"SEATBELT"	1
"SEBACEOUS"	1
"SECOBARBITAL"	1
"SECONDARY ANALYTICAL METHODS"	1
"SECONDARY REFERENCE MATERIALS"	1
"SECONDHAND"	1
"SEDATIVE-HYPNOTICS"	1
"SEDATIVE DRUGS"	1
"SEDATIVES"	1
"SEGMENTAL ANALYSIS"	4
"SEGMENTAL HAIR ANALYSIS"	7
"SEGMENTED REGRESSION ANALYSIS"	1
"SEIZURES"	1
"SELECTED ION MONITORING"	1
"SELECTION OF SAMPLES"	1
"SELECTIVE EXTRACTION"	1
"SELECTIVITY"	1
"SELEGILINE"	1
"SELF-ADMINISTRATION"	1
"SELF-REPORT"	1
"SELF-SAMPLING"	1
"SEMI-QUANTITATION"	1
"SENIOR"	1
"SENSITIVITY"	2
"SENSITIVITY AND SPECIFICITY"	1
"SENSOR"	1
"SEPARATION CONDITION"	1
"SEPSIS"	1
"SEQUENTIAL WINDOWED ACQUISITION OF ALL THEORETICAL FRAGMENT ION MASS SPECTRA (SWATH)"	1
"SERES ETHYLOMETRE"	1
"SERES ETHYLOMETRE 679ENZ"	1
"SERES ETHYLOMETRE 679T"	1
"SERIAL COUPLING"	1
"SERINE PROTEASE"	1
"SERIOUS ROAD INJURIES"	1
"SEROTONIN"	1
"SEROTONIN SYNDROME"	2
"SEROTONIN TOXICITY"	1
"SERTRALINE"	1
"SERUM"	17
"SERUM ANALYSIS"	1
"SERUM SAMPLE"	1
"SEVERE HALLUCINATIONS"	1
"SEVERITY"	1
"SEX CRIMES"	1
"SEX HORMONES"	1
"SEXUAL ASSAULT"	13
"SEXUAL ASSAULT CENTER"	1
"SEXUAL ASSAULTS CENTRE"	1
"SEXUAL OFFENDERS"	1
"SEXUALITY"	1
"SFST"	1
"SFSTS"	1
"SIDE EFFECT"	1
"SIGNATURE PEPTIDE"	1
"SIGNIFICANT FIGURES"	1
"SIGNS OF DRUG USE"	1
"SILANIZATION"	1
"SILDENAFIL"	1
"SILIBININ"	3
"SILICA"	1
"SILICONIZATION"	1
"SILYLATION"	1
"SIM"	1
"SIMILARITY"	1
"SIMS"	1
"SIMULATED DRIVING"	1
"SIMULTANEOUS"	1
"SIMULTANEOUS DETERMINATION"	1
"SIMULTANEOUS EXTRACTION"	1
"SINGLE-DROP MICROEXTRACTION (SDME)"	1
"SINGLE-HAIR ANALYSIS"	1
"SINGLE-MOLECULE ARRAY METHOD"	1
"SINGLE-MOLECULE DETECTION"	1
"SINGLE ADMINISTRATION"	1
"SINGLE DOSE"	3
"SINGLE DROP MICROEXTRACTION"	2
"SINGLE LABORATORY VALIDATION"	1
"SINICUICHI"	1
"SITAGLIPTIN"	1
"SK-MEL-1"	1
"SKELETAL TISSUE"	2
"SLE"	1
"SLEEP"	1
"SLEEPING AID"	1
"SLEEPING MEDICATION"	1
"SMALL-MOLECULE DRUGS"	1
"SMALL BUSINESS"	1
"SMART DRUGS"	2
"SNP ANALYSIS"	1
"SOBRIETY"	1
"SOBRIETY CHECKPOINTS"	1
"SOBRIETY TESTING"	1
"SOBRIETY TESTS"	2
"SOCIAL DRINKING"	1
"SODIUM"	2
"SODIUM CHANNEL"	1
"SODIUM FLUORIDE"	1
"SOFTWARE APPLICATION ETWB"	1
"SOL-GEL"	1
"SOLñGEL TECHNIQUE"	1
"SOLID-PHASE DYNAMIC EXTRACTION"	1
"SOLID-PHASE MICROELUTION"	1
"SOLID-PHASE MICROEXTRACTION (SPME)"	32
"SOLID-PHASE MICROEXTRACTION FIBER"	1
"SOLID PHASE DERIVATIZATION"	1
"SOLID PHASE EXTRACTION (SPE)"	39
"SOLID TISSUE"	1
"SOLUBLE"	1
"SOLVENT"	1
"SOLVENT ABUSE"	1
"SOLVENT MICROEXTRACTION"	2
"SOLVENT PLUG MICROEXTRACTION"	1
"SOOT"	1
"SOOT DEPOSIT"	1
"SORBENT PHASES"	1
"SORBENTS"	4
"SORPTIVE PHASE"	1
"SOUTH AFRICA"	1
"SOY DIET"	1
"SPDE"	2
"SPE ON-LINE"	1
"SPECIAL FILTER SUBSTRATES"	1
"SPECIFIC INHIBITOR"	1
"SPECIFIC INHIBITOR PROBE"	1
"SPECIFICITY"	1
"SPECIMEN"	1
"SPECIMEN COLLECTION"	1
"SPECIMEN VALIDITY TEST"	1
"SPECIMEN VALIDITY TESTING"	2
"SPECIMENS"	1
"SPECTROMETRY"	2
"SPECTROMETRY (HS/GC/MS)"	1
"SPEED"	1
"SPEEDING"	2
"SPICE"	9
"SPICE DRUGS"	1
"SPIPCR"	1
"SPLEEN"	1
"SPLIT-SKIN GRAFTING"	1
"SPME-GC/MS"	1
"SPORT"	18
"SPORT DRUG TESTING"	2
"SPORTING SEASON"	1
"SPORTS"	3
"SPORTS DRUG TESTING"	2
"SPOT HOMOGENEITY"	1
"SPOT TESTS"	1
"SRT1720"	1
"SRT2104"	1
"�K-MBDB"	1
"SSRI"	1
"STA"	1
"STABILITY"	28
"STABILITY OF NITRAZEPAM"	1
"STABILITY STUDY"	1
"STABILIZATION"	1
"STANDARD"	4
"STANDARD ADDITION"	2
"STANDARD ADDITION METHOD"	3
"STANDARD ADDITIONS"	1
"STANDARD OPERATING PROCEDURES"	1
"STANDARD OPERATING PROCEDURES (SOPS)"	1
"STANDARDISED FIELD SOBRIETY TESTS (SFSTS)"	1
"STANDARDISED PROCEDURE"	1
"STANDARDIZED FIELD SOBRIETY TEST"	1
"STANDARDIZED FIELD SOBRIETY TESTS"	1
"STANDARDS DEVELOPMENT"	1
"STANOZOLOL"	1
"STATIC LIQUID PHASE MICROEXTRACTION"	2
"STATIONARY PHASES"	1
"STATSURE"	1
"STATUS EPILEPTICUS"	1
"STEERING"	1
"STEPHANIA TETRANDRA"	1
"STEPWISE INJECTION ANALYSIS"	1
"STERILIZATION"	1
"STERIODS"	1
"STEROID PROFILING"	1
"STEROID SEX HORMONES"	1
"STEROIDOMICS"	1
"STEROIDS"	5
"STIMULANT"	5
"STIMULANTS"	7
"STIR BAR SORPTIVE-DISPERSIVE MICROEXTRACTION"	1
"STIR BAR SORPTIVE EXTRACTION"	6
"STIR BAR SORPTIVE PHASE"	1
"STORAGE"	2
"STORED SAMPLES"	1
"STREET COCAINE"	1
"STREET DRUG TESTING"	2
"STREET DRUGS"	2
"STRESS"	1
"STRUCTURAL ELUCIDATION"	1
"STRUCTURE"	1
"STRUCTURE-ACTIVITY RELATIONSHIP OF ?-PYRROLIDINOPHENONES"	1
"STRUCTURE CURATION"	1
"STRUCTURE ELUCIDATION"	2
"STRUCTURE IDENTIFICATION"	1
"STRYCHNINE"	4
"STRYCHNOS NUX-VOMICA"	1
"STS-135"	2
"SUBACUTE"	1
"SUBJECTIVE EFFECTS"	2
"SUBSTANCE-RELATED DISORDERS"	2
"SUBSTANCE ABUSE"	35
"SUBSTANCE ABUSE DETECTION"	6
"SUBSTANCE USE SCREENING"	1
"SUBSTITUTED CATHINONES"	2
"SUBSTITUTION"	2
"SUCCINYLMONOCHOLINE"	1
"SUDDEN CARDIAC DEATH"	1
"SUDDEN DEATH"	5
"SUDDEN DEATH SYNDROME"	1
"SUDEP SUDDEN UNEXPECTED DEATH"	1
"SUFFOCATION"	1
"SUICIDE"	17
"SUICIDE METHOD"	1
"SUICIDE METHODS"	1
"SULFATE"	1
"SULFATE CONJUGATES"	1
"SULFOXIDE"	1
"SULFUR DETECTION"	1
"SULFUR MUSTARD"	9
"SULFUR MUSTARD OXIDE"	1
"SULFURIC ACID"	1
"SUMMARIZATION"	1
"SUPERCRITICAL CO2"	1
"SUPERFICIALLY POROUS PARTICLES"	1
"SUPERWARFARINS"	1
"SUPPORTED LIQUID EXTRACTION"	1
"SUPPORTED LIQUID MEMBRANE"	4
"SUPPORTED LIQUID MEMBRANE MICROEXTRACTION"	1
"SUPPORTED LIQUID MEMBRANES"	4
"SURFACE"	1
"SURFACE-ASSISTED LASER DESORPTION/IONIZATION MASS SPECTROMETRY"	1
"SURFACE PLASMON RESONANCE"	1
"SURFACTANT ENHANCED LIQUID-PHASE MICROEXTRACTION"	1
"SURVIVAL TIME"	2
"SUSA"	1
"SUSPECTED DUID DRIVERS"	1
"SUSPECTED IMPAIRED DRIVERS"	1
"SUXAMETHONIUM"	1
"SWAB"	1
"SWATH"	1
"SWE"	1
"SWEAT"	11
"SWEAT PATCH"	2
"SWEAT PATCHES"	1
"SWEAT SAMPLES"	1
"SWEDEN"	1
"SWEDEN DRUG MARKET"	1
"SWEEPING MICELLAR ELECTROKINETIC CHROMATOGRAPHY"	1
"SWISS LABORATORIES"	1
"SWISS LEGISLATION"	1
"SYMPTOMS"	1
"SYNACTHENÆ"	1
"SYNTHESIS"	1
"SYNTHESIZED DRUGS"	2
"SYNTHETIC CANNABINOID RECEPTOR AGONIST"	2
"SYNTHETIC CANNABINOID RECEPTOR AGONISTS"	2
"SYNTHETIC CANNABINOIDS (SC)"	24
"SYNTHETIC CANNABINOIDS DESIGNER DRUGS"	1
"SYNTHETIC CATHINONE"	26
"SYNTHETIC CATHINONE DERIVATIVE"	1
"SYNTHETIC DESIGNER DRUG"	1
"SYNTHETIC DRUGS"	6
"SYNTHETIC FENTANYL ANALOGUES"	1
"SYNTHETIC HALLUCINOGEN"	1
"SYNTHETIC MARIJUANA"	1
"SYNTHETIC OPIOIDS"	8
"SYNTHETIC PIPERAZINE"	1
"SYNTHETIC URINE"	1
"SYSTEMATIC TOXICOLOGIC ANALYSIS"	1
"SYSTEMATIC TOXICOLOGICAL ANALYSIS"	15
"TACROLIMUS"	3
"TADALAFIL"	1
"TANDEM DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (TDLLME)"	1
"TANDEM HYBRID MASS SPECTROMETRY"	1
"TANDEM MASS SPECTROMETRY (MS/MS)"	19
"TARGET ANALYTE"	1
"TARGETED/UNTARGETED DATA ACQUISITION"	1
"TAXINE B"	1
"TAXUS"	1
"TC272"	1
"TDM"	3
"TDXFLXÆ"	1
"TECAN ROBOT"	1
"TECHNICAL REVIEW"	1
"TECHNIQUE"	1
"TEETOTALLER"	1
"TEMPERATURE"	1
"TESTING"	1
"TESTOSTERONE"	5
"TESTOSTERONE UNDECANOATE (TU)"	1
"TETRACHLOROETHYLENE"	1
"TETRAHYDROCANNABINOL"	39
"TETRAHYDROFURANFENTANYL"	1
"TETRAHYDROZOLINE"	3
"TETRAMETHYLENEDISULFOTETRAMINE"	2
"TETRANDRINE"	1
"TETRAZEPAM"	1
"TETRODOTOXIN"	4
"TETS"	1
"TEXAS"	1
"TFA DERIVATIVES"	2
"TFC"	1
"TFMPP"	2
"THAILAND"	1
"THC-COOH"	3
"THC-COOH ANALYSIS"	1
"THC-COOH, SPME"	1
"THC ACID A"	1
"THC ACID B"	1
"THCA"	1
"THCCOOH"	2
"THEBAINE"	2
"THEORETICAL POSTMORTEM REDISTRIBUTION FACTOR (FT)"	2
"THERAPEUTIC DRUG LEVELS"	1
"THERAPEUTIC DRUG MONITORING"	17
"THERMAL STRAIGHTENING"	1
"THERMODYNAMICS"	1
"THF-F"	1
"THG"	1
"THIAZIDES"	1
"THIN FILM"	1
"THIN FILM MICROEXTRACTION"	1
"THIN LAYER CHROMATOGRAPHY (TLC)"	1
"THIOCYANATE"	1
"THIODIGLYCOL"	1
"THIODIGLYCOL SULFOXIDE"	1
"THIOPENTAL"	1
"THIOSULFATE"	2
"THP-1"	1
"THREE-WAY JUNCTION"	1
"THRESHOLD"	2
"THRESHOLD VALUES"	1
"TIME-DEPENDENT POSTMORTEM REDISTRIBUTION"	4
"TIME-OF-FLIGHT"	3
"TIME-OF-FLIGHT MASS SPECTROMETRY"	8
"TIME-OF-FLIGHT MASS SPECTROMETRY (TOF-MS)"	1
"TIME-OF FLIGHT MASS SPECTROMETRY"	1
"TIME COURSE"	1
"TIME LAG"	1
"TIME OF FLIGHT"	1
"TINCTURE"	1
"TISSUE"	3
"TISSUE DISTRIBUTION"	3
"TISSUE SAMPLING"	1
"TOAD"	1
"TOAD VENOM"	4
"TOBACCO"	2
"TOBACCO BIOMARKERS"	1
"TOF"	1
"TOF-MS"	1
"TOF-SIMS"	1
"TOLUENE"	3
"TOLVAPTAN"	1
"TOP-DOWN"	1
"TOP-MS"	1
"TOTAL BODY WATER"	1
"TOTAL ERROR"	1
"TOXIC"	1
"TOXIC BLOOD-LEVELS"	1
"TOXIC MECHANISMS"	1
"TOXICANTS"	1
"TOXICITY"	18
"TOXICODYNAMICS"	1
"TOXICOGENETICS"	1
"TOXICOKINETICS"	4
"TOXICOLOGICAL"	1
"TOXICOLOGICAL ANALYSIS"	4
"TOXICOLOGICAL FINDINGS"	1
"TOXICOLOGICAL SCREENING"	2
"TOXICOLOGY"	86
"TOXIDROMES"	1
"TOXIN"	1
"TOXINS"	3
"TOXINS DETECTION"	1
"TRACE"	1
"TRACE ANALYSIS"	1
"TRACE ELEMENT"	1
"TRACE ELEMENT ANALYSIS AND THEIR SPECIATION"	1
"TRACE ORGANIC COMPOUNDS ANALYSIS"	1
"TRADITIONAL MEDICINE"	2
"TRAFFIC"	7
"TRAFFIC ACCIDENT"	28
"TRAFFIC CASES"	1
"TRAFFIC FATALITIES"	1
"TRAFFIC INJURES"	1
"TRAFFIC INJURY"	1
"TRAFFIC LAW"	1
"TRAFFIC MEDICINE"	1
"TRAFFIC SAFETY"	4
"TRAFFIC VIOLATIONS"	1
"TRAFFICKING"	1
"TRAINING"	1
"TRAMADOL"	6
"TRANS-3?-HYDROXYCOTININE"	1
"TRANSCRIPTOMICS"	1
"TRANSDERMAL"	1
"TRANSGENIC DNA"	1
"TRANSTHORACIC ECHOCARDIOGRAPHY"	1
"TRAUMA"	1
"TRAZODONE"	2
"TRENDS"	5
"TRIAGEÆ"	1
"TRIAMCINOLONE ACETONIDE"	1
"TRIAMTERENE"	1
"TRIAZOLAM"	1
"TRIAZOLES"	1
"TRICHLOROETHYLENE"	1
"TRICYCLIC ANTI-DEPRESSANT (TCA) DRUGS"	1
"TRICYCLIC ANTIDEPRESSANT DRUGS"	1
"TRICYCLIC ANTIDEPRESSANTS"	1
"TRIFLUOROACETYLATION"	1
"TRIFLUOROMETHYLPHENYLPIPERAZINE"	1
"TRIFLUOROMETHYLPHENYLPIPERAZINE (TFMPP)"	1
"TRIS(2-CHLOROETHYL)AMINE"	1
"TROFODERMIN"	1
"TRYPTAMINE"	5
"TRYPTAMINE DERIVATIVES"	1
"TSK GEL AMIDE-80 COLUMN"	1
"TURBOFLOW"	1
"TURBULENT FLOW"	1
"TURBULENT FLOW CHROMATOGRAPHY"	2
"TURBULENT FLOW CHROMATOGRAPHY (TFC)"	1
"TURKEY"	1
"TWO-DIMENSIONAL CHROMATOGRAPHY"	1
"TWO-DIMENSIONAL GAS CHROMATOGRAPHY"	1
"TWO-STEP DERIVATIZATION"	1
"U-47700"	3
"U-49900"	1
"UGT"	2
"UHPLC-ESI-MS/MS"	1
"UHPLC-ESI-Q-TOF-MS"	1
"UHPLC-FLD"	1
"UHPLC-HRMS"	2
"UHPLC-MS/MS"	13
"UHPLC/HRMS"	1
"UHPLCñMS/MS"	2
"UK"	1
"ULTRA-FAST LC-ESI-MS/MS"	1
"ULTRA-HPLC-MS/MS"	1
"ULTRA-PERFORMANCE-LIQUID CHROMATOGRAPHY"	1
"ULTRA-PERFORMANCE LIQUID CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY"	1
"ULTRA-PERFORMANCE LIQUID CHROMATOGRAPHYñTANDEM MASS SPECTROMETRY (UPLCñMS/MS)"	1
"ULTRA HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY"	1
"ULTRA HIGH PERFORMANCE LIQUID CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY (UHPLC-MS/MS)"	1
"ULTRA PERFORMANCE LIQUID CHROMATOGRAPHY MASS SPECTROMETRY (UPLC-MS)"	1
"ULTRASONICATION"	1
"ULTRASOUND-ASSISTED DISPERSIVE LIQUID-LIQUID MICROEXTRACTION"	1
"ULTRASOUND-ASSISTED DISPERSIVE LIQUID-LIQUID MICROEXTRACTION (UA-DLLME)"	1
"ULTRASOUND-ASSISTED DISPERSIVE LIQUIDñLIQUID MICROEXTRACTION"	1
"ULTRASOUND-ASSISTED EMULSIFICATION MICROEXTRACTION"	1
"ULTRASOUND-ASSISTED EMULSIFICATION MICROEXTRACTION (USAEME)"	1
"ULTRASOUND-ASSISTED SALT-INDUCED LIQUID-LIQUID MICROEXTRACTION"	1
"ULTRASOUND-ASSISTED TEMPERATURE-CONTROLLED IONIC-LIQUID DISPERSIVE LIQUID-PHASE MICROEXTRACTION"	1
"ULTRASOUNDASSISTED EXTRACTION"	1
"UMBELLIFERONE MATRIX"	1
"UMBILICAL CORD"	4
"UMBILICAL CORD TISSUE"	1
"UNCERTAINTY"	8
"UNCERTAINTY BUDGET"	1
"UNCERTAINTY FROM LINEAR CALIBRATION"	1
"UNCERTAINTY METHODS"	1
"UNCERTAINTY OF MEASUREMENT"	2
"UNCERTAINTY OF THE CONTENT"	1
"UNCERTAINTY PROFILE"	1
