"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Montopoli M.","13404268000;","Velocity profiles inside volcanic clouds from three-dimensional scanning microwave dual-polarization doppler radars",2016,"Journal of Geophysical Research","121","13","","7881","7900",NA,9,"10.1002/2015JD023464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978039258&doi=10.1002%2f2015JD023464&partnerID=40&md5=ffff8983230d9603078df054d193d05c","Institute of Atmospheric Sciences and Climate, National Research Council of Italy, Rome, Italy","Montopoli, M., Institute of Atmospheric Sciences and Climate, National Research Council of Italy, Rome, Italy","","advection; atmospheric dynamics; atmospheric particle; atmospheric plume; Doppler radar; fallout; mass transport; one-dimensional modeling; remote sensing; tephra; updraft; velocity profile; volcanic ash; volcanic cloud; volcano; wind profile; Catania [Sicily]; Etna; Italy; Sicily","Montopoli, M.; Institute of Atmospheric Sciences and Climate, National Research Council of ItalyItaly; email: m.montopoli@isac.cnr.it","Article","Final","Open Access","Scopus","2-s2.0-84978039258","Explosive Scene","Explosives"
"Edwards D.S., McMenemy L., Stapley S.A., Patel H.D.L., Clasper J.C.","55654095800;56230058300;6506632398;23493499300;6603913354;","40 years of terrorist bombings-A meta-analysis of the casualty and injury profile",2016,"Injury","47","3","","646","652",NA,37,"10.1016/j.injury.2015.12.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955611159&doi=10.1016%2fj.injury.2015.12.021&partnerID=40&md5=59639f2579c587d2e1296835369506ec","Royal Centre for Defence Medicine, United Kingdom; Royal British Legion Centre for Blast Injury Studies, Imperial College London, London, SW7 2AZ, United Kingdom; St. Bartholomews Health NHS Trust, London, United Kingdom; Defence Medical Group (South East), Frimley Park, United Kingdom","Edwards, D.S., Royal Centre for Defence Medicine, United Kingdom, Royal British Legion Centre for Blast Injury Studies, Imperial College London, London, SW7 2AZ, United Kingdom; McMenemy, L., Royal Centre for Defence Medicine, United Kingdom, Royal British Legion Centre for Blast Injury Studies, Imperial College London, London, SW7 2AZ, United Kingdom; Stapley, S.A., Royal Centre for Defence Medicine, United Kingdom; Patel, H.D.L., St. Bartholomews Health NHS Trust, London, United Kingdom; Clasper, J.C., Royal Centre for Defence Medicine, United Kingdom, Royal British Legion Centre for Blast Injury Studies, Imperial College London, London, SW7 2AZ, United Kingdom, Defence Medical Group (South East), Frimley Park, United Kingdom","Bombings: Blast Injury; Suicide; Terrorism","accident; Afghanistan; amputation; Article; blast injury; bomb; comparative study; death; demography; eardrum disease; explosion; fatality; human; medical service; meta analysis; Middle East; Pakistan; priority journal; South Asia; structure collapse; suicide; survivor; systematic review; terrorism; trend study; Blast Injuries; bomb; Europe; factual database; homicide; statistics and numerical data; terrorism; United States; Blast Injuries; Bombs; Databases, Factual; Europe; Explosions; Homicide; Humans; Middle East; Suicide; Terrorism; United States","Edwards, D.S.; Royal British Legion Centre for Blast Injury Studies, Imperial College LondonUnited Kingdom; email: taffedwards100@hotmail.com","Article","Final","","Scopus","2-s2.0-84955611159","Explosive Scene","Explosives"
"Guo C., Tian X.","56473150400;16643535600;","Event recognition in personal photo collections using hierarchical model and multiple features",2015,"2015 IEEE 17th International Workshop on Multimedia Signal Processing, MMSP 2015","","","7340864","","",NA,7,"10.1109/MMSP.2015.7340864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960336907&doi=10.1109%2fMMSP.2015.7340864&partnerID=40&md5=1e0ab69b0db90125b52525a7bdb82c32","Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, Anhui, China","Guo, C., Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, Anhui, China; Tian, X., Department of Electronic Engineering and Information Science, University of Science and Technology of China, Hefei, Anhui, China","Databases; Digital cameras; Feature extraction; Hidden Markov models; Neural networks; Object recognition; Visualization","Database systems; Digital cameras; Digital devices; Feature extraction; Flow visualization; Hidden Markov models; Hierarchical systems; Markov processes; Mobile devices; Multimedia signal processing; Neural networks; Object recognition; Video cameras; Coarse to fine; Event recognition; Explosive growth; Hierarchical model; Multiple features; Organization and management; Personal photo collection; Photo collections; Signal processing","","Conference Paper","Final","","Scopus","2-s2.0-84960336907","Explosive Scene","Explosives"
"Kanchan T., Aggrawal A.","35237157900;6602802564;","Terrorism: Suicide Bombing - Investigation",2015,"Encyclopedia of Forensic and Legal Medicine: Second Edition","","","","545","552",NA,NA,"10.1016/B978-0-12-800034-2.00375-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043291035&doi=10.1016%2fB978-0-12-800034-2.00375-X&partnerID=40&md5=2acb8152c1df98b491189c517338211b","Kasturba Medical College, Manipal University, Mangalore, India; Maulana Azad Medical College, New Delhi, India","Kanchan, T., Kasturba Medical College, Manipal University, Mangalore, India; Aggrawal, A., Maulana Azad Medical College, New Delhi, India","Blast injuries; Blast lung; Crime scene investigations; Disaster perpetrator identification; Disaster victim identification; DNA identification; Explosives; Forensic investigations; Human bomb; Mass disaster management; Reconstruction of the explosion; Suicide bomber; Suicide bombing; Terrorism","","Kanchan, T.; Kasturba Medical College, Manipal UniversityIndia","Book Chapter","Final","","Scopus","2-s2.0-85043291035","Explosive Scene","Explosives"
"Marc B., Calomme C.","7006601979;57201063108;","Professional Bodies: France - Forensic, Medical and Scientific Training",2015,"Encyclopedia of Forensic and Legal Medicine: Second Edition","","","","55","61",NA,NA,"10.1016/B978-0-12-800034-2.00317-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043231273&doi=10.1016%2fB978-0-12-800034-2.00317-7&partnerID=40&md5=696b4890ef48a5f27a841a9578510e92","Centre Hospitalier de Marne-la-Vallée, Jossigny, France; Hôtel de Police, Lyon, France","Marc, B., Centre Hospitalier de Marne-la-Vallée, Jossigny, France; Calomme, C., Hôtel de Police, Lyon, France","Clinical forensic medicine; Crime scene technicians; Forensic pathology; Forensic sciences; Gendarmerie; Hospital forensic medicine unit; Justice; Police","","Marc, B.; Centre Hospitalier de Marne-la-ValléeFrance","Book Chapter","Final","","Scopus","2-s2.0-85043231273","Explosive Scene","Explosives"
"Zhuo Y.","57119056200;","Research on perception-oriented image scene and emotion categorization",2015,"Open Automation and Control Systems Journal","7","1","","2070","2073",NA,NA,"10.2174/1874444301507012070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958280477&doi=10.2174%2f1874444301507012070&partnerID=40&md5=ef75a37884cf72c02407e67b5c390bb4","Department of Electromechanical Engineering, Changzhou Textile Garment Institute, Changzhou, China","Zhuo, Y., Department of Electromechanical Engineering, Changzhou Textile Garment Institute, Changzhou, China","Context feature; Emotion categorization; Emotional image classification; Image scene; Perception-oriented image scene","Behavioral research; Classification (of information); Multimedia systems; Semantics; Websites; Context features; Emotion categorization; Image scene; Multimedia technologies; Natural scene images; Probabilistic latent semantic analysis model; Scene image classifications; Visual perception mechanisms; Image classification","Zhuo, Y.; Department of Electromechanical Engineering, Changzhou Textile Garment InstituteChina","Article","Final","Open Access","Scopus","2-s2.0-84958280477","Explosive Scene","Explosives"
"Xu X., Tu Q.","57211363876;56016592500;","Data Deduplication Mechanism for Cloud Storage Systems",2015,"Proceedings - 2015 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2015","","","7307829","286","294",NA,10,"10.1109/CyberC.2015.71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962497767&doi=10.1109%2fCyberC.2015.71&partnerID=40&md5=7ac34e469fe66e8f357a494ce4d642fa","College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China","Xu, X., College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China; Tu, Q., College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China","cloud storage; deduplication; Delay Dedupe; replica","Data storage equipment; Distributed computer systems; Response time (computer systems); Cloud storage systems; Cloud storages; Data de duplications; De duplications; Delay Dedupe; replica; Replica management; Storage pressures; Digital storage","","Conference Paper","Final","","Scopus","2-s2.0-84962497767","Explosive Scene","Explosives"
"Cui J., Xu S., Guo C., Jiang R., James T.D., Wang L.","55659795200;56428204300;56963150000;56645638100;7401498686;7409176968;","Highly Efficient Photothermal Semiconductor Nanocomposites for Photothermal Imaging of Latent Fingerprints",2015,"Analytical Chemistry","87","22","","11592","11598",NA,36,"10.1021/acs.analchem.5b03652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947206719&doi=10.1021%2facs.analchem.5b03652&partnerID=40&md5=8984078a8a920e3d642fd57ecb7f2a47","State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyBeijing  100029, China; Department of Chemistry, University of Bath, Bath, BA2 7AY, United Kingdom","Cui, J., State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyBeijing  100029, China; Xu, S., State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyBeijing  100029, China; Guo, C., State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyBeijing  100029, China; Jiang, R., State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyBeijing  100029, China; James, T.D., Department of Chemistry, University of Bath, Bath, BA2 7AY, United Kingdom; Wang, L., State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyBeijing  100029, China","","Explosives detection; Synthesis (chemical); Zinc sulfide; Crime scene investigations; Different substrates; Latent fingerprint; Nanoparticle (NPs); Photothermal conversion efficiencies; Photothermal imaging; Photothermal properties; Semiconductor nanocomposite; Nanocomposites; nanocomposite; trinitrotoluene; chemistry; dermatoglyphics; diagnostic imaging; human; photochemistry; semiconductor; temperature; Dermatoglyphics; Diagnostic Imaging; Humans; Nanocomposites; Photochemical Processes; Semiconductors; Temperature; Trinitrotoluene","Wang, L.; State Key Laboratory of Chemical Resource Engineering, Beijing University of Chemical TechnologyChina","Article","Final","","Scopus","2-s2.0-84947206719","Explosive Scene","Explosives"
"Balazs G.C., Blais M.B., Bluman E.M., Andersen R.C., Potter B.K.","56542924400;57195493844;6602431863;12792083200;7202248231;","Blurred front lines: Triage and initial management of blast injuries",2015,"Current Reviews in Musculoskeletal Medicine","8","3","","304","311",NA,5,"10.1007/s12178-015-9288-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938197986&doi=10.1007%2fs12178-015-9288-5&partnerID=40&md5=1e1f80038f50e01f1b38e6b0a659a994","Department of Orthopaedics, Walter Reed National Military Medical Center, 8901 Wisconsin Ave, Bethesda, MD  20889, United States; Department of Orthopaedic Surgery, Harvard University, 55 Fruit Street, WHT-5-535, Boston, MA  02114, United States; Department of Orthopedic Surgery, Brigham and Women’s Hospital, 75 Francis St, Boston, MA  02115, United States; Department of Orthopedics, 12200 Warwick Boulevard, Suite 310, Newport News, VA  23601, United States","Balazs, G.C., Department of Orthopaedics, Walter Reed National Military Medical Center, 8901 Wisconsin Ave, Bethesda, MD  20889, United States; Blais, M.B., Department of Orthopaedic Surgery, Harvard University, 55 Fruit Street, WHT-5-535, Boston, MA  02114, United States; Bluman, E.M., Department of Orthopedic Surgery, Brigham and Women’s Hospital, 75 Francis St, Boston, MA  02115, United States; Andersen, R.C., Department of Orthopedics, 12200 Warwick Boulevard, Suite 310, Newport News, VA  23601, United States; Potter, B.K., Department of Orthopaedics, Walter Reed National Military Medical Center, 8901 Wisconsin Ave, Bethesda, MD  20889, United States","Blast injury; Damage-control orthopedics; Triage","amputation; Article; blast injury; bone injury; debridement; disease control; emergency health service; fracture external fixation; fracture fixation; health care planning; human; intermethod comparison; managed care; mass disaster; patient care; patient coding; patient identification; patient transport; priority journal; resuscitation; soft tissue injury; soldier; vacuum assisted closure","Potter, B.K.; Department of Orthopaedics, Walter Reed National Military Medical Center, 8901 Wisconsin Ave, United States; email: benjamin.k.potter.mil@mail.mil","Article","Final","","Scopus","2-s2.0-84938197986","Explosive Scene","Explosives"
"Xu Z., Zhang S., Chen H.","57113801300;35303797500;57110002700;","The study on associated knowledge flow using OWL based mechnism",2015,"Proceedings of 2015 IEEE 14th International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2015","","","7259398","279","283",NA,NA,"10.1109/ICCI-CC.2015.7259398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960936242&doi=10.1109%2fICCI-CC.2015.7259398&partnerID=40&md5=7ebbecb94403507a7cb77740e160556b","Tsinghua University, Beijing, China; Third Research Institute of the Ministry of Public Security, Shanghai, China; Anhui University of Science and Technology, Huainan, China; East China University of Political Science and Law, Shanghai, China","Xu, Z., Tsinghua University, Beijing, China, Third Research Institute of the Ministry of Public Security, Shanghai, China; Zhang, S., Anhui University of Science and Technology, Huainan, China; Chen, H., East China University of Political Science and Law, Shanghai, China","Knowledge Flow; OWL; semantic web","Birds; E-learning; Engineering research; Industrial research; Information management; Information science; Knowledge representation; Product design; Semantic Web; Websites; Cloud computing platforms; Design and simulation; Engineering design; Explosive growth; Fundamental principles; Knowledge flow; Semantic browsing; Services computing; Web services","Xu, Z.; Tsinghua UniversityChina; email: xuzheng@shu.edu.cn","Conference Paper","Final","","Scopus","2-s2.0-84960936242","Explosive Scene","Explosives"
"Herburger G., Fickenscher M., Leibl P., Sedlmeier P.","56928346500;54881425200;6506707103;56928448800;","Development of a low-cost embedded system for an optical-forensic device",2015,"2015 IEEE International Conference on Multimedia and Expo Workshops, ICMEW 2015","","","7169852","","",NA,NA,"10.1109/ICMEW.2015.7169852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945571294&doi=10.1109%2fICMEW.2015.7169852&partnerID=40&md5=e512f80128463d6a8aa99e51421194dc","University of Applied Sciences Munich, Department of Applied Sciences and Mechatronics, Lothstraße 34, München, 80335, Germany","Herburger, G., University of Applied Sciences Munich, Department of Applied Sciences and Mechatronics, Lothstraße 34, München, 80335, Germany; Fickenscher, M., University of Applied Sciences Munich, Department of Applied Sciences and Mechatronics, Lothstraße 34, München, 80335, Germany; Leibl, P., University of Applied Sciences Munich, Department of Applied Sciences and Mechatronics, Lothstraße 34, München, 80335, Germany; Sedlmeier, P., University of Applied Sciences Munich, Department of Applied Sciences and Mechatronics, Lothstraße 34, München, 80335, Germany","latent fingerprint; low-cost; product development; Raspberry Pi","Costs; Embedded systems; Explosives; Product development; Touch screens; Crime scenes; Fingerprint detections; Improvised explosive devices; Latent fingerprint; Low costs; Mobile systems; Optic elements; User friendly; Pattern recognition","","Conference Paper","Final","","Scopus","2-s2.0-84945571294","Explosive Scene","Explosives"
